#{"t_start": 1768228471.9147582, "env_id": "None"}
r,l,t
-1209.1138,200,5.764987
-942.3369,200,17.31245
-1545.0732,200,28.839759
-1503.5934,200,40.397909
-1464.9727,200,51.897154
-1593.5156,200,63.475991
-1805.2863,200,74.930873
-1396.0942,200,86.507798
-1298.1702,200,98.103245
-1420.5774,200,109.729619
-1045.0286,200,121.291749
-952.0213,200,132.811306
-514.31055,200,144.384011
-539.9558,200,156.076127
-528.8284,200,167.616416
-1122.0695,200,179.361012
-263.74112,200,190.863729
-127.24022,200,202.408994
-3.494717,200,213.938795
-264.931,200,225.41015
-128.28831,200,236.948406
-117.75109,200,250.921304
-364.99197,200,263.286778
-122.76188,200,276.66943
-122.78352,200,290.720382
-127.80378,200,304.748067
-121.32114,200,318.665689
-119.059616,200,332.667651
-1.4018513,200,346.886377
-128.65903,200,361.146945
-247.4819,200,375.31147
-1399.9736,200,389.577518
-119.16347,200,403.786505
-128.25644,200,418.000902
-119.118,200,432.22277
-116.58649,200,446.446746
-126.94308,200,460.71087
-119.89265,200,475.096544
-124.3588,200,489.386416
-120.45706,200,503.795715
-117.78174,200,518.055393
-116.3638,200,533.761246
-1.2085533,200,549.240641
-117.07119,200,564.846494
-1.1981554,200,580.373814
-118.03536,200,595.866401
-351.79565,200,611.465727
-120.172676,200,627.171638
-1.9694575,200,642.798816
-123.04473,200,658.422348
