#{"t_start": 1768230307.8922098, "env_id": "None"}
r,l,t
-1.1800001,19,7.232705
-1.14,15,7.268217
-1.02,3,7.280717
-1.26,27,7.362232
-1.01,2,7.367232
-1.15,16,7.410233
-1.04,5,7.425234
-1.05,6,7.443232
-1.14,15,7.488744
-1.11,12,7.523744
-1.08,9,7.553751
0.5500002,46,7.681272
-1.0699999,8,7.703274
-1.05,6,7.720773
-1.01,2,7.730773
-1.1800001,19,7.785784
-1.06,7,7.801285
-1.06,7,7.818785
-1.04,5,7.835785
-1.1800001,19,7.885836
-1.16,17,7.931337
-1.03,4,7.941339
-1.01,2,7.948338
-1.16,17,7.993357
-1.12,13,8.024862
-1.02,3,8.032362
0.74,27,8.11337
-1.02,3,8.121373
-1.0699999,8,8.142873
-1.03,4,8.154372
-1.15,16,8.203881
-1.01,2,8.208881
-1.13,14,8.246885
-1.02,3,8.253885
-1.12,13,8.298401
-1.09,10,8.322899
-1.13,14,8.359399
-1.03,4,8.373904
-1.14,15,8.416913
-1.13,14,8.456919
0.91,10,8.482426
-1.12,13,8.517434
0.77,24,8.603944
-1.1800001,19,8.649955
-1.19,20,8.717468
0.88,13,8.751471
-1.16,17,8.795478
-1.23,24,8.853487
0.87,14,8.884988
-1.13,14,8.91785
-1.03,4,8.92944
-1.23,24,8.986944
-1.26,27,9.052956
-1.16,17,9.09496
-1.21,22,9.159983
-1.08,9,9.182483
0.83,18,9.230993
0.77,24,9.291497
-1.04,5,9.307002
-1.06,7,9.324507
-1.01,2,9.329506
-1.0699999,8,9.355511
-1.05,6,9.405014
-1.05,6,9.446672
-1.03,4,9.478712
-1.27,28,9.63373
-1.15,16,9.732246
-1.05,6,9.760754
-1.14,15,9.843259
-1.09,10,9.911265
-1.12,13,9.965277
-1.02,3,9.981777
-1.0699999,8,10.019281
-1.05,6,10.050785
-1.01,2,10.060792
0.87,14,10.106793
-1.01,2,10.114293
0.85,16,10.167801
-1.01,2,10.176304
0.89,12,10.20982
-1.22,23,10.26934
-1.08,9,10.291905
0.86,15,10.331914
-1.1,11,10.359419
0.75,26,10.418438
-1.3599999,37,10.504455
-1.0699999,8,10.525959
-1.2,21,10.575466
-1.29,30,10.646981
-1.02,3,10.654983
-1.02,3,10.664981
0.6600001,35,10.746493
-1.0699999,8,10.765003
-1.01,2,10.76989
-1.22,23,10.829721
0.86,15,10.865721
-1.23,24,10.92574
-1.19,20,10.975244
-1.03,4,10.988252
-1.03,4,10.998256
-1.21,22,11.051265
-1.05,6,11.066765
-1.02,3,11.076264
-1.14,15,11.114773
-1.17,18,11.16028
-1.09,10,11.183786
-1.06,7,11.203789
-1.03,4,11.212288
-1.0699999,8,11.230792
-1.21,22,11.281305
-1.29,30,11.354319
-1.01,2,11.35882
-1.0699999,8,11.377331
-1.14,15,11.41284
-1.15,16,11.452344
-1.11,12,11.480094
-1.09,10,11.503098
0.87,14,11.535608
0.77,24,11.591638
-1.05,6,11.608153
-1.03,4,11.619157
-1.16,17,11.66068
-1.01,2,11.668682
-1.03,4,11.67818
-1.12,13,11.710684
0.83,18,11.755692
-1.1800001,19,11.804695
-1.05,6,11.817695
-1.14,15,11.853699
-1.05,6,11.866703
-1.08,9,11.889703
-1.04,5,11.900702
-1.0699999,8,11.919703
-1.03,4,11.929708
-1.04,5,11.945215
-1.26,27,12.008216
-1.16,17,12.053227
-1.19,20,12.105732
-1.3299999,34,12.18573
-1.17,18,12.229265
-1.02,3,12.2364
-1.3999999,41,12.331417
-1.23,24,12.388924
-1.01,2,12.393428
-1.12,13,12.423429
-1.02,3,12.430931
-1.01,2,12.438428
-1.02,3,12.445443
-1.01,2,12.449442
-1.08,9,12.469954
-1.15,16,12.508456
-1.01,2,12.512956
-1.14,15,12.548456
-1.0699999,8,12.566967
-1.25,26,12.628968
-1.12,13,12.659466
-1.06,7,12.674973
-1.27,28,12.737613
-1.13,14,12.771632
-1.02,3,12.778632
-1.1,11,12.802138
-1.22,23,12.853642
-1.1800001,19,12.897157
-1.04,5,12.908656
-1.05,6,12.922661
-1.21,22,12.97417
-1.13,14,13.01169
-1.01,2,13.016189
-1.04,5,13.028208
-1.02,3,13.034716
0.88,13,13.071267
-1.06,7,13.088776
-1.17,18,13.129832
-1.17,18,13.171844
-1.0699999,8,13.192381
0.90000004,11,13.218911
-1.05,6,13.232914
-1.4299998,44,13.341031
-1.02,3,13.352732
-1.22,23,13.418299
-1.15,16,13.462842
-1.01,2,13.467342
-1.14,15,13.505372
-1.13,14,13.53695
-1.08,9,13.556966
-1.08,9,13.575993
0.84000003,17,13.61504
0.88,13,13.648623
-1.19,20,13.708679
-1.29,30,13.781779
-1.01,2,13.788785
0.87,14,13.82232
-1.12,13,13.852347
-1.16,17,13.891899
-1.03,4,13.903908
-1.01,2,13.908909
-1.09,10,13.933427
-1.05,6,13.946938
0.78,23,14.004017
-1.0699999,8,14.025519
-1.01,2,14.030529
0.87,14,14.064556
-1.31,32,14.14264
-1.25,26,14.215213
-1.1,11,14.249263
-1.13,14,14.280313
-1.26,27,14.34489
-1.4899998,50,14.456612
-1.11,12,14.484661
-1.05,6,14.498688
0.76,25,14.560246
-0.4999998,50,14.670838
-1.02,3,14.676837
-1.29,30,14.742913
-1.19,20,14.787947
-1.04,5,14.799472
-1.2,21,14.842521
-1.04,5,14.852535
-1.1,11,14.878573
-1.12,13,14.905677
-1.03,4,14.913675
-1.15,16,14.946703
-1.3,31,15.01679
-1.03,4,15.027299
-1.04,5,15.039811
-1.15,16,15.07585
-1.06,7,15.093365
-1.12,13,15.122389
-1.06,7,15.1384
-1.0699999,8,15.154416
-1.08,9,15.176443
0.68000007,33,15.247645
-1.12,13,15.27618
-1.03,4,15.28519
0.87,14,15.318233
-1.09,10,15.338757
0.74,27,15.396831
-1.08,9,15.416856
-0.4999998,50,15.53096
-1.29,30,15.597538
-1.21,22,15.646592
-1.03,4,15.655604
-1.0699999,8,15.675627
-1.04,5,15.686139
0.6500001,36,15.763953
-1.15,16,15.799505
-1.3199999,33,15.874581
-1.17,18,15.914148
-0.4999998,50,16.020766
-1.0699999,8,16.039799
-1.02,3,16.049316
-1.08,9,16.069826
-1.04,5,16.081826
0.6500001,36,16.160444
-1.04,5,16.173461
-1.04,5,16.184973
-1.04,5,16.196978
0.75,26,16.252048
-1.03,4,16.261938
-1.11,12,16.288989
-1.09,10,16.311017
-1.06,7,16.326033
-1.01,2,16.332043
0.6200001,39,16.416631
-1.03,4,16.425646
-1.16,17,16.462685
0.79999995,21,16.514731
0.85,16,16.548832
-1.1800001,19,16.588397
-1.1,11,16.610435
-1.08,9,16.630962
-1.12,13,16.658991
0.79999995,21,16.704558
0.86,15,16.736593
-1.01,2,16.743103
-1.23,24,16.793639
0.82,19,16.833713
0.71000004,30,16.894767
0.89,12,16.921792
-1.08,9,16.940833
0.81,20,16.983377
-1.01,2,16.987889
-1.02,3,16.995896
0.72,29,17.054017
-1.0699999,8,17.070555
-1.08,9,17.088574
-1.03,4,17.099084
-1.05,6,17.112153
-0.4999998,50,17.220768
-1.16,17,17.258307
-1.03,4,17.268818
-1.04,5,17.279334
-0.4999998,50,17.38995
-1.03,4,17.398957
0.74,27,17.460021
0.6600001,35,17.532613
-1.0699999,8,17.549644
-1.11,12,17.576161
-1.05,6,17.59219
0.83,18,17.630394
0.74,27,17.687959
-1.1,11,17.711989
0.91,10,17.736011
0.75,26,17.792084
0.72,29,17.855818
0.73,28,17.916555
0.86,15,17.950628
-1.0699999,8,17.968159
0.58000016,43,18.061751
-1.01,2,18.065751
0.74,27,18.127324
-1.04,5,18.138334
0.84000003,17,18.175369
-1.01,2,18.179881
-1.06,7,18.196897
0.6200001,39,18.276482
-1.02,3,18.282493
-1.15,16,18.31752
0.84000003,17,18.357556
0.82,19,18.401102
-1.02,3,18.407603
-1.04,5,18.419117
-1.14,15,18.456159
0.78,23,18.507897
0.6600001,35,18.590497
-1.14,15,18.623523
-1.02,3,18.632539
0.83,18,18.671585
-1.04,5,18.682095
-0.4999998,50,18.790718
-1.14,15,18.842757
0.71000004,30,18.905837
-1.01,2,18.909848
-1.05,6,18.924348
-1.03,4,18.93535
-1.08,9,18.953871
-1.1800001,19,18.995
-1.04,5,19.005512
0.75,26,19.062079
0.85,16,19.096654
-1.04,5,19.106668
-1.01,2,19.11119
-1.0699999,8,19.1317
0.86,15,19.166232
0.84000003,17,19.20427
0.84000003,17,19.243822
-1.29,30,19.312891
-1.04,5,19.322901
-1.3799999,39,19.408524
-1.04,5,19.418034
-1.01,2,19.425036
-1.09,10,19.446593
0.76,25,19.499148
-1.08,9,19.519168
-1.0699999,8,19.539196
0.68000007,33,19.610266
-1.16,17,19.646299
-0.4999998,50,19.749503
-1.03,4,19.760504
-1.12,13,19.789043
-1.09,10,19.809547
-1.02,3,19.816047
0.68000007,33,19.89076
-1.09,10,19.91227
0.58000016,43,20.004359
-1.05,6,20.017869
-1.06,7,20.035385
-1.0699999,8,20.052906
0.90000004,11,20.078417
-1.4299998,44,20.189035
-1.13,14,20.227062
0.75,26,20.285477
-1.06,7,20.300991
-1.05,6,20.314008
-1.1,11,20.341042
-1.09,10,20.36451
0.88,13,20.393536
-1.05,6,20.406553
-1.0699999,8,20.425077
-1.09,10,20.446592
-1.1800001,19,20.487674
-1.06,7,20.502189
0.75,26,20.562272
-1.3799999,39,20.647377
-1.12,13,20.673423
-1.1800001,19,20.713996
-1.06,7,20.731519
-0.4999998,50,20.841146
-1.01,2,20.845145
-1.27,28,20.903189
-1.3999999,41,20.992888
-0.4999998,50,21.101507
-0.4999998,50,21.208528
-0.4999998,50,21.314134
-0.4999998,50,21.445251
-1.02,3,21.45176
0.68000007,33,21.521343
-1.3,31,21.588414
0.84000003,17,21.627454
-0.4999998,50,21.734239
0.59000015,42,21.828343
-0.4999998,50,21.934979
0.6600001,35,22.016107
0.72,29,22.079188
0.82,19,22.120731
0.5700002,44,22.215352
0.68000007,33,22.288935
-1.05,6,22.30195
-1.12,13,22.328972
0.83,18,22.370012
-1.4599998,47,22.476615
-1.05,6,22.490129
-0.4999998,50,22.598478
0.69000006,32,22.673085
-0.4999998,50,22.780714
0.59000015,42,22.875526
-0.4999998,50,22.983142
0.82,19,23.023688
-0.4999998,50,23.133011
-0.4999998,50,23.243117
-1.03,4,23.252628
0.5700002,44,23.348235
-0.4999998,50,23.459908
-0.4999998,50,23.569544
-1.05,6,23.582556
-1.05,6,23.595567
-0.4999998,50,23.708182
0.5500002,46,23.807281
0.79999995,21,23.853331
0.68000007,33,23.922375
0.5100002,50,24.031507
-0.4999998,50,24.139176
0.92,9,24.15969
-0.4999998,50,24.267791
0.78999996,22,24.316341
-0.4999998,50,24.424463
-0.4999998,50,24.530219
-1.09,10,24.551749
-0.4999998,50,24.661854
0.5500002,46,24.7624
0.6500001,36,24.843014
-0.4999998,50,24.95415
-0.4999998,50,25.068414
-0.4999998,50,25.180539
-0.4999998,50,25.292771
-0.4999998,50,25.402434
-1.13,14,25.435107
-0.4999998,50,25.544738
-0.4999998,50,25.655843
-1.21,22,25.703887
-1.3899999,40,25.791601
-0.4999998,50,25.901677
-1.29,30,25.968298
-0.4999998,50,26.078912
-1.11,12,26.109942
-1.21,22,26.159494
-1.22,23,26.209557
-0.4999998,50,26.316189
-0.4999998,50,26.426826
-1.3199999,33,26.500926
-0.4999998,50,26.611081
-1.01,2,26.615581
-1.1800001,19,26.658791
-0.4999998,50,26.770377
-1.4899998,50,26.880975
-1.29,30,26.94704
-0.4999998,50,27.061148
-0.4999998,50,27.170852
-0.4999998,50,27.276976
-0.4999998,50,27.382087
-0.4999998,50,27.494174
-1.19,20,27.538743
-0.4999998,50,27.650367
0.84000003,17,27.687403
-0.4999998,50,27.79501
0.5700002,44,27.893351
-0.4999998,50,28.002463
-0.4999998,50,28.109134
-0.4999998,50,28.223007
-1.29,30,28.28812
-1.01,2,28.292122
-1.1800001,19,28.335185
-0.4999998,50,28.448314
-0.4999998,50,28.553025
-0.4999998,50,28.660634
-0.4999998,50,28.767741
-0.4999998,50,28.878333
-0.4999998,50,28.986962
-0.4999998,50,29.094595
-0.4999998,50,29.202738
-0.4999998,50,29.315613
-0.4999998,50,29.42815
-0.4999998,50,29.535782
-0.4999998,50,29.640501
-0.4999998,50,29.755117
-0.4999998,50,29.866307
-0.4999998,50,29.978113
-0.4999998,50,30.091847
-0.4999998,50,30.206974
-0.4999998,50,30.315094
-0.4999998,50,30.42223
-0.4999998,50,30.531336
-0.4999998,50,30.643947
-0.4999998,50,30.749281
-0.4999998,50,30.862894
-0.4999998,50,30.973003
-0.4999998,50,31.084613
-0.4999998,50,31.19573
-0.4999998,50,31.305407
-0.4999998,50,31.412608
-0.4999998,50,31.523733
-0.4999998,50,31.633852
-0.4999998,50,31.741959
-0.4999998,50,31.851072
-0.4999998,50,31.963698
-0.4999998,50,32.067888
-0.4999998,50,32.182059
-0.4999998,50,32.289693
-0.4999998,50,32.401821
-0.4999998,50,32.509474
-0.4999998,50,32.620169
-0.4999998,50,32.727831
-0.4999998,50,32.836941
-0.4999998,50,32.942731
-0.4999998,50,33.051835
-1.16,17,33.089875
-1.04,5,33.102885
-0.4999998,50,33.211038
-0.4999998,50,33.318166
-1.13,14,33.346707
-0.4999998,50,33.455316
-1.19,20,33.499871
-0.4999998,50,33.612993
-0.4999998,50,33.723118
-0.4999998,50,33.836726
-1.29,30,33.901963
-0.4999998,50,34.00883
-0.4999998,50,34.119938
-1.04,5,34.132449
-0.4999998,50,34.24207
-0.4999998,50,34.354212
-0.4999998,50,34.459391
-0.4999998,50,34.569502
-0.4999998,50,34.680152
-0.4999998,50,34.7868
-0.4999998,50,34.89469
-0.4999998,50,35.005797
-1.04,5,35.016305
-0.4999998,50,35.121589
-1.4599998,47,35.225194
-0.4999998,50,35.336835
-0.4999998,50,35.447042
-0.4999998,50,35.555641
-0.4999998,50,35.665259
-0.4999998,50,35.776396
-0.4999998,50,35.889069
-0.4999998,50,35.998684
-0.4999998,50,36.110342
-0.4999998,50,36.221476
-0.4999998,50,36.332089
-0.4999998,50,36.440819
-0.4999998,50,36.548918
-1.3399999,35,36.625488
-0.4999998,50,36.731736
-0.4999998,50,36.841328
-0.4999998,50,36.952951
-0.4999998,50,37.065578
-0.4999998,50,37.176729
0.5400002,47,37.279319
-1.4699998,48,37.385421
-0.4999998,50,37.495048
-1.28,29,37.559033
-0.4999998,50,37.669643
-0.4999998,50,37.774268
-0.4999998,50,37.884478
-1.4499998,46,37.985521
-0.4999998,50,38.095126
-1.22,23,38.14668
-0.4999998,50,38.25528
-1.3299999,34,38.328892
-0.4999998,50,38.441556
-0.4999998,50,38.550176
-0.4999998,50,38.671029
-0.4999998,50,38.789148
-0.4999998,50,38.900291
-0.4999998,50,39.015419
-0.4999998,50,39.135072
-0.4999998,50,39.252205
-0.4999998,50,39.362817
-0.4999998,50,39.471861
-0.4999998,50,39.582507
-0.4999998,50,39.692614
-1.02,3,39.69912
-0.4999998,50,39.809722
-0.4999998,50,39.922027
-0.4999998,50,40.031636
-0.4999998,50,40.144247
-0.4999998,50,40.255381
-0.4999998,50,40.37104
-0.4999998,50,40.483217
-0.4999998,50,40.602975
-0.4999998,50,40.725132
-0.4999998,50,40.857426
-0.4999998,50,40.973692
-0.4999998,50,41.085328
-0.4999998,50,41.1997
-0.4999998,50,41.313343
-0.4999998,50,41.419967
-1.31,32,41.488031
-0.4999998,50,41.598164
-0.4999998,50,41.710184
-1.3,31,41.77704
-0.4999998,50,41.900242
-0.4999998,50,42.029053
-0.4999998,50,42.264493
-0.4999998,50,42.403031
-0.4999998,50,42.546084
-1.28,29,42.631887
-0.4999998,50,42.780927
-0.4999998,50,42.911731
-0.4999998,50,43.040256
-0.4999998,50,43.166286
-0.4999998,50,43.342834
-0.4999998,50,43.477372
-0.4999998,50,43.614989
-0.4999998,50,43.754523
-0.4999998,50,43.910602
-0.4999998,50,44.043639
-0.4999998,50,44.174191
-0.4999998,50,44.304216
-0.4999998,50,44.442268
-0.4999998,50,44.596821
-0.4999998,50,44.738864
-1.3199999,33,44.825403
-0.4999998,50,44.989568
-0.4999998,50,45.134321
-0.4999998,50,45.29391
-0.4999998,50,45.426464
-0.4999998,50,45.588636
-0.4999998,50,45.753175
-0.4999998,50,45.877732
-0.4999998,50,45.997756
-0.4999998,50,46.126774
-1.26,27,46.191781
-0.4999998,50,46.320098
-0.4999998,50,46.45812
-0.4999998,50,46.642142
-0.4999998,50,46.783171
-0.4999998,50,46.933723
-0.4999998,50,47.098856
-0.4999998,50,47.305417
-1.05,6,47.321915
-0.4999998,50,47.469688
-0.4999998,50,47.627713
-0.4999998,50,47.779253
-0.4999998,50,47.92666
-0.4999998,50,48.054697
-0.4999998,50,48.200961
-0.4999998,50,48.336983
-0.4999998,50,48.502026
-0.4999998,50,48.663041
-0.4999998,50,48.79013
-0.4999998,50,48.91815
-1.4699998,48,49.031199
-0.4999998,50,49.149721
-0.4999998,50,49.267246
-0.4999998,50,49.389772
-1.17,18,49.432778
-0.4999998,50,49.555291
-0.4999998,50,49.681482
-0.4999998,50,49.811111
-0.4999998,50,49.935813
-0.4999998,50,50.050914
-0.4999998,50,50.190757
-0.4999998,50,50.326932
-1.03,4,50.335327
-0.4999998,50,50.466112
-0.4999998,50,50.587232
-0.4999998,50,50.716861
-0.4999998,50,50.850509
-0.4999998,50,50.971321
-0.4999998,50,51.091492
-0.4999998,50,51.223684
-1.02,3,51.231684
-0.4999998,50,51.35531
-0.4999998,50,51.4804
-0.4999998,50,51.610044
-1.4799998,49,51.735512
-0.4999998,50,51.845197
-0.4999998,50,51.959976
-0.4999998,50,52.075617
-0.4999998,50,52.194753
-0.4999998,50,52.306404
-1.08,9,52.326427
-0.4999998,50,52.440572
-1.0699999,8,52.459095
-0.4999998,50,52.573819
-0.4999998,50,52.688922
-1.4099998,42,52.820585
-0.4999998,50,52.958124
-0.4999998,50,53.09632
-0.4999998,50,53.22857
-0.4999998,50,53.362747
-1.3,31,53.436332
-0.4999998,50,53.560445
-0.4999998,50,53.662599
-0.4999998,50,53.772249
-0.4999998,50,53.874933
-0.4999998,50,53.976592
-0.4999998,50,54.06921
-1.19,20,54.108272
-1.0699999,8,54.123792
-0.4999998,50,54.221419
-1.29,30,54.297493
-1.03,4,54.310505
-0.4999998,50,54.463871
-0.4999998,50,54.593027
-0.4999998,50,54.724269
-0.4999998,50,54.855902
-0.4999998,50,54.984576
-0.4999998,50,55.116234
-0.4999998,50,55.243386
-0.4999998,50,55.376498
-0.4999998,50,55.508149
-0.4999998,50,55.640018
-0.4999998,50,55.777192
-0.4999998,50,55.907479
-0.4999998,50,56.038652
-0.4999998,50,56.153402
-0.4999998,50,56.275597
-0.4999998,50,56.398255
-0.4999998,50,56.512909
-0.4999998,50,56.626317
-0.4999998,50,56.742583
-0.4999998,50,56.857203
-1.2,21,56.904756
-0.4999998,50,57.020379
-1.12,13,57.048907
-0.4999998,50,57.167542
-0.4999998,50,57.280174
-1.16,17,57.318709
-0.4999998,50,57.430361
-1.16,17,57.469896
-0.4999998,50,57.583534
-1.27,28,57.64463
-0.4999998,50,57.758245
-1.01,2,57.76476
-0.4999998,50,57.874925
-0.4999998,50,57.992583
-1.02,3,57.999666
-0.4999998,50,58.116296
-0.4999998,50,58.227426
-0.4999998,50,58.340039
-0.4999998,50,58.452157
-1.4199998,43,58.553895
-0.4999998,50,58.669543
-1.28,29,58.734624
-0.4999998,50,58.843761
-0.4999998,50,58.959904
-0.4999998,50,59.071533
-0.4999998,50,59.182687
-0.4999998,50,59.293845
-0.4999998,50,59.410963
-0.4999998,50,59.523082
-0.4999998,50,59.633684
-1.3199999,33,59.710259
-0.4999998,50,59.833972
-0.4999998,50,59.946195
-1.3799999,39,60.036299
-0.4999998,50,60.151452
-0.4999998,50,60.266065
-1.3599999,37,60.34866
-0.4999998,50,60.458189
-1.24,25,60.513763
-0.4999998,50,60.628863
-0.4999998,50,60.74401
0.77,24,60.800565
-0.4999998,50,60.911185
-0.4999998,50,61.026912
-0.4999998,50,61.138527
-0.4999998,50,61.247816
-0.4999998,50,61.351987
-0.4999998,50,61.461121
-1.3399999,35,61.536694
-0.4999998,50,61.643816
-0.4999998,50,61.754451
-0.4999998,50,61.862559
-0.4999998,50,61.971173
-0.4999998,50,62.080857
-1.4399998,45,62.178612
-1.13,14,62.209668
-0.4999998,50,62.319032
-0.4999998,50,62.424125
-1.11,12,62.449642
-1.1,11,62.474162
-0.4999998,50,62.58478
-1.4699998,48,62.689061
-0.4999998,50,62.80118
0.5300002,48,62.9073
-0.4999998,50,63.016426
-0.4999998,50,63.125561
0.85,16,63.161095
-1.4499998,46,63.265201
-0.4999998,50,63.386838
-0.4999998,50,63.512433
-1.09,10,63.534451
-0.4999998,50,63.644096
-0.4999998,50,63.75223
-0.4999998,50,63.861867
-1.3199999,33,63.934456
-0.4999998,50,64.04419
-0.4999998,50,64.177467
-0.4999998,50,64.288661
-0.4999998,50,64.416375
0.6500001,36,64.495986
-0.4999998,50,64.60265
0.71000004,30,64.669704
-0.4999998,50,64.777825
-0.4999998,50,64.88798
-0.4999998,50,64.998598
-0.4999998,50,65.109695
-0.4999998,50,65.219308
-0.4999998,50,65.331457
-0.4999998,50,65.448662
-0.4999998,50,65.563274
-0.4999998,50,65.673883
-0.4999998,50,65.78802
-1.3299999,34,65.866158
-0.4999998,50,65.977285
-1.3899999,40,66.061915
-1.13,14,66.093951
-0.4999998,50,66.201723
0.6400001,37,66.279315
-0.4999998,50,66.388966
-0.4999998,50,66.504116
0.75,26,66.563718
-0.4999998,50,66.674445
-1.01,2,66.67895
0.5300002,48,66.789566
-0.4999998,50,66.902222
-0.4999998,50,67.013334
-0.4999998,50,67.120933
-0.4999998,50,67.231546
-0.4999998,50,67.340726
0.78,23,67.390265
-0.4999998,50,67.500462
-0.4999998,50,67.616069
-0.4999998,50,67.72667
-0.4999998,50,67.832337
-0.4999998,50,67.941996
-1.4099998,42,68.036111
-0.4999998,50,68.145339
-1.26,27,68.205506
-0.4999998,50,68.314625
-0.4999998,50,68.427752
-0.4999998,50,68.53589
-0.4999998,50,68.643498
