#{"t_start": 1768230083.2688365, "env_id": "None"}
r,l,t
-2.75,3,8.716474
-2.875,3,8.734473
-1.875,2,8.747979
-1.875,2,8.758983
-1.875,2,8.771984
-3.875,4,8.796487
-4.625,5,8.824001
-1.875,2,8.837
-1.875,2,8.851506
-1.875,2,8.864009
-2.75,3,8.882014
-1.875,2,8.893538
-1.875,2,8.906537
-1.875,2,8.918539
-1.875,2,8.930537
-1.875,2,8.942038
-1.875,2,8.957038
-2.875,3,8.975038
-4.25,5,9.006546
-2.5,8,9.05305
-1.875,2,9.067559
-1.875,2,9.080063
-3.25,4,9.101567
-1.875,2,9.112067
-4.625,5,9.144071
-2.875,3,9.159572
-4.625,5,9.18908
-1.875,2,9.199084
-2.5,8,9.252589
-1.875,2,9.263089
-1.875,2,9.275094
-1.875,2,9.287103
-1.875,2,9.300597
-1.875,2,9.312106
-1.875,2,9.323603
-1.875,2,9.333607
-3.625,4,9.357107
-1.875,2,9.370107
-1.875,2,9.382111
-2.75,3,9.399614
-4.625,6,9.436623
-4.75,5,9.465624
-1.875,2,9.477123
-3.25,4,9.502131
-1.875,2,9.516637
-1.875,2,9.528136
-1.875,2,9.540636
-6.5,7,9.581194
-2.75,3,9.606702
-2.875,3,9.623205
-1.875,2,9.635705
-2.75,3,9.651713
-1.875,2,9.666711
-1.875,2,9.677211
-2.875,3,9.694211
-1.875,2,9.709216
-1.875,2,9.722719
-1.875,2,9.73372
-1.875,2,9.745223
-1.875,2,9.756223
-1.875,2,9.771223
-1.875,2,9.782722
-1.875,2,9.794731
-1.875,2,9.80723
-2.75,3,9.827588
-1.875,2,9.846757
-1.875,2,9.87677
-3.75,4,9.90778
-5.625,6,9.946287
-1.875,2,9.956787
-1.875,2,9.967292
-1.875,2,9.978791
-3.75,4,10.005291
-1.875,2,10.016797
-1.875,2,10.028817
-1.875,2,10.041822
-1.875,2,10.053822
-1.875,2,10.065326
-1.875,2,10.075826
-1.875,2,10.088831
-1.875,2,10.104337
-1.875,2,10.11684
-1.875,2,10.128844
-2.875,3,10.147849
-2.875,3,10.164854
-1.875,2,10.176358
-1.875,2,10.188859
-1.875,2,10.200861
-1.875,2,10.214858
-1.875,2,10.228359
-1.875,2,10.241363
-1.875,2,10.252362
-3.75,4,10.275866
-1.875,2,10.287371
-1.875,2,10.298871
-2.75,3,10.316375
-1.875,2,10.330875
-1.875,2,10.342375
-3.75,4,10.367884
-1.875,2,10.377836
-1.875,2,10.393544
-2.875,3,10.411544
-1.875,2,10.424555
-1.875,2,10.437559
-1.875,2,10.451568
-1.875,2,10.463569
-1.875,2,10.477573
-1.875,2,10.490083
-1.875,2,10.506082
-1.875,2,10.517082
-7.625,8,10.567587
-1.875,2,10.578592
-2.75,3,10.598596
-1.875,2,10.609096
-1.875,2,10.622602
-2.75,3,10.640602
-1.875,2,10.653601
-1.875,2,10.666105
-1.875,2,10.67711
-1.875,2,10.687613
-1.875,2,10.701614
-1.875,2,10.713114
-3.25,9,10.764918
-3.75,4,10.788128
-1.875,2,10.801131
-1.875,2,10.812634
-1.875,2,10.823135
-3.75,4,10.845134
-1.875,2,10.859139
-1.875,2,10.87045
-2.75,3,10.887643
-1.875,2,10.899145
-2.875,3,10.91765
-1.875,2,10.93015
-1.875,2,10.941655
-2.5,8,10.987163
-1.875,2,11.000663
-1.875,2,11.014169
-1.875,2,11.025671
-1.875,2,11.036671
-1.875,2,11.051676
-1.875,2,11.063676
-1.875,2,11.075676
-3.75,4,11.098184
-2.75,3,11.119189
-1.875,2,11.129193
-2.5,8,11.176697
-1.875,2,11.188501
-1.875,2,11.210907
-1.875,2,11.223411
-1.875,2,11.234412
-1.875,2,11.246919
-1.875,2,11.25892
-1.875,2,11.270423
-1.875,2,11.280924
-2.875,3,11.298924
-1.875,2,11.313427
-1.875,2,11.324936
-2.875,3,11.341935
-1.875,2,11.35344
-1.875,2,11.36744
-1.875,2,11.378948
-3.75,4,11.405448
-3.75,4,11.430453
-1.875,2,11.444957
-1.875,2,11.455957
-1.875,2,11.46696
-1.875,2,11.477462
-1.875,2,11.491965
-1.875,2,11.501465
-1.875,2,11.512465
-1.875,2,11.523965
-1.875,2,11.539469
-2.75,3,11.555974
-1.875,2,11.566478
-1.875,2,11.577169
-1.875,2,11.591173
-1.875,2,11.602173
-1.875,2,11.614174
-1.875,2,11.626674
-2.75,3,11.647686
-1.875,2,11.659186
-2.875,3,11.679191
-1.875,2,11.68919
-1.875,2,11.704197
-1.875,2,11.716694
-1.875,2,11.728195
-1.875,2,11.741699
-1.875,2,11.754704
-1.875,2,11.766207
-1.875,2,11.780708
-1.875,2,11.793212
-1.875,2,11.806712
-2.875,3,11.825717
-1.875,2,11.838717
-1.875,2,11.851717
-2.875,3,11.873722
-1.875,2,11.88573
-1.875,2,11.899729
-1.875,2,11.912735
-1.875,2,11.930734
-1.875,2,11.943738
-1.875,2,11.955239
-1.875,2,11.965743
-1.875,2,11.983247
-1.875,2,11.996246
-1.875,2,12.010751
-1.875,2,12.023751
-1.875,2,12.039255
-1.875,2,12.052254
-1.875,2,12.065255
-1.875,2,12.08176
-1.875,2,12.097764
-1.875,2,12.111769
-1.875,2,12.125269
-1.875,2,12.136777
-1.875,2,12.149777
-1.875,2,12.162777
-1.875,2,12.175277
-1.875,2,12.189277
-2.875,3,12.210282
-1.875,2,12.223286
-1.875,2,12.235785
-1.875,2,12.247285
-1.875,2,12.258785
-1.875,2,12.268363
-1.875,2,12.279976
-1.875,2,12.289476
-1.875,2,12.303477
-1.875,2,12.312989
-1.875,2,12.322993
-1.875,2,12.332493
-1.875,2,12.344993
-1.875,2,12.353993
-1.875,2,12.364493
-1.875,2,12.374994
-1.875,2,12.387997
-1.875,2,12.397997
-1.875,2,12.407001
-1.875,2,12.417002
-1.875,2,12.430013
-1.875,2,12.440013
-1.875,2,12.450513
-1.875,2,12.459014
-1.875,2,12.472013
-1.875,2,12.481519
-1.875,2,12.491019
-1.875,2,12.499518
-1.875,2,12.512018
-1.875,2,12.524018
-1.875,2,12.537023
-1.875,2,12.550529
-1.875,2,12.575197
-1.875,2,12.585201
-1.875,2,12.594201
-1.875,2,12.603701
-1.875,2,12.617208
-1.875,2,12.628709
-1.875,2,12.638712
-1.875,2,12.648212
-1.875,2,12.660222
-1.875,2,12.670221
-1.875,2,12.679721
-1.875,2,12.690727
-1.875,2,12.703226
-1.875,2,12.722726
-1.875,2,12.732726
-1.875,2,12.741731
-1.875,2,12.753231
-1.875,2,12.762735
-1.875,2,12.772038
-1.875,2,12.781736
-1.875,2,12.793243
-1.875,2,12.803743
-1.875,2,12.813245
-1.875,2,12.823242
-1.875,2,12.836744
-1.875,2,12.845748
-1.875,2,12.854748
-1.875,2,12.864251
-1.875,2,12.878256
-1.875,2,12.892256
-1.875,2,12.903755
-1.875,2,12.913256
-1.875,2,12.924383
-1.875,2,12.934439
-1.875,2,12.945939
-1.875,2,12.955445
-1.875,2,12.967443
-1.875,2,12.976947
-1.875,2,12.987448
-1.875,2,12.996453
-1.875,2,13.008952
-1.875,2,13.019952
-1.875,2,13.028953
-1.875,2,13.040956
-1.875,2,13.054461
-1.875,2,13.063461
-1.875,2,13.073961
-1.875,2,13.082461
-1.875,2,13.094969
-1.875,2,13.105969
-2.75,3,13.120478
-1.875,2,13.129479
-1.875,2,13.142482
-1.875,2,13.154483
-1.875,2,13.163988
-1.875,2,13.173488
-1.875,2,13.184492
-1.875,2,13.193992
-1.875,2,13.202497
-1.875,2,13.211996
-1.875,2,13.224496
-1.875,2,13.234496
-1.875,2,13.244997
-1.875,2,13.255001
-1.875,2,13.268506
-1.875,2,13.276505
-1.875,2,13.287009
-1.875,2,13.298012
-1.875,2,13.311521
-1.875,2,13.322026
-1.875,2,13.333025
-1.875,2,13.343025
-1.875,2,13.355026
-1.875,2,13.365025
-1.875,2,13.375025
-1.875,2,13.384471
-1.875,2,13.398034
-1.875,2,13.407034
-1.875,2,13.416534
-1.875,2,13.426534
-1.875,2,13.438535
-1.875,2,13.448035
-1.875,2,13.459038
-1.875,2,13.470035
-2.875,3,13.487544
-1.875,2,13.497044
-1.875,2,13.507043
-1.875,2,13.517548
-1.875,2,13.530048
-1.875,2,13.540048
-1.875,2,13.549047
-1.875,2,13.559547
-1.875,2,13.576561
-1.875,2,13.589065
-1.875,2,13.600071
-1.875,2,13.611072
-1.875,2,13.624071
-1.875,2,13.634254
-2.75,3,13.649259
-1.875,2,13.659258
-1.875,2,13.670258
-1.875,2,13.681758
-1.875,2,13.691765
-1.875,2,13.700771
-1.875,2,13.712266
-1.875,2,13.723266
-1.875,2,13.731766
-1.875,2,13.741766
-1.875,2,13.752767
-1.875,2,13.762267
-1.875,2,13.77177
-1.875,2,13.78127
-1.875,2,13.793776
-1.875,2,13.802779
-1.875,2,13.812779
-1.875,2,13.82228
-1.875,2,13.834284
-1.875,2,13.844784
-1.875,2,13.853284
-1.875,2,13.862784
-1.875,2,13.875788
-1.875,2,13.888789
-1.875,2,13.898792
-1.875,2,13.909796
-1.875,2,13.92309
-1.875,2,13.934594
-1.875,2,13.945595
-1.875,2,13.955594
-1.875,2,13.969099
-1.875,2,13.981117
-1.875,2,13.993617
-1.875,2,14.00462
-1.875,2,14.019124
-1.875,2,14.029124
-1.875,2,14.040124
-1.875,2,14.052124
-2.75,3,14.069624
-1.875,2,14.079124
-1.875,2,14.088624
-1.875,2,14.099129
-1.875,2,14.111633
-2.875,3,14.126637
-1.875,2,14.135646
-1.875,2,14.146149
-1.875,2,14.158162
-1.875,2,14.168163
-1.875,2,14.177163
-1.875,2,14.186663
-1.875,2,14.199663
-2.75,3,14.214171
-1.875,2,14.22467
-1.875,2,14.23417
-1.875,2,14.246171
-1.875,2,14.256677
-1.875,2,14.266675
-1.875,2,14.276675
-1.875,2,14.290048
-1.875,2,14.300183
-1.875,2,14.311688
-1.875,2,14.321189
-1.875,2,14.332692
-1.875,2,14.342693
-1.875,2,14.3527
-1.875,2,14.3642
-1.875,2,14.376699
-1.875,2,14.387199
-1.875,2,14.397705
-1.875,2,14.406704
-1.875,2,14.420208
-1.875,2,14.429213
-1.875,2,14.439214
-1.875,2,14.449213
-1.875,2,14.462717
-1.875,2,14.474217
-1.875,2,14.482717
-1.875,2,14.492716
-1.875,2,14.506222
-1.875,2,14.517221
-1.875,2,14.527225
-1.875,2,14.53723
-1.875,2,14.54973
-1.875,2,14.56073
-1.875,2,14.569734
-2.875,3,14.584234
-1.875,2,14.597234
-1.875,2,14.608739
-1.875,2,14.619744
-1.875,2,14.628744
-1.875,2,14.641247
-1.875,2,14.650748
-1.875,2,14.660747
-1.875,2,14.669752
-1.875,2,14.682252
-1.875,2,14.692751
-1.875,2,14.702251
-1.875,2,14.712255
-1.875,2,14.724261
-1.875,2,14.73376
-1.875,2,14.743264
-1.875,2,14.753265
-1.875,2,14.765265
-1.875,2,14.77477
-3.75,4,14.794271
-1.875,2,14.80377
-1.875,2,14.81727
-1.875,2,14.82877
-1.875,2,14.838774
-1.875,2,14.849278
-1.875,2,14.861279
-2.875,3,14.876282
-1.875,2,14.887788
-1.875,2,14.898288
-1.875,2,14.909287
-2.875,3,14.924788
-1.875,2,14.935794
-1.875,2,14.946798
-1.875,2,14.958302
-1.875,2,14.968802
-1.875,2,14.97882
-1.875,2,14.988819
-1.875,2,15.000543
-1.875,2,15.011042
-1.875,2,15.023043
-1.875,2,15.033044
-1.875,2,15.046548
-1.875,2,15.056052
-1.875,2,15.066052
-1.875,2,15.075052
-1.875,2,15.087552
-1.875,2,15.098553
-1.875,2,15.107052
-1.875,2,15.117056
-1.875,2,15.129557
-1.875,2,15.140056
-1.875,2,15.149566
-1.875,2,15.158566
-1.875,2,15.170566
-1.875,2,15.182069
-2.875,3,15.196573
-1.875,2,15.20707
-1.875,2,15.21857
-1.875,2,15.229074
-1.875,2,15.241078
-1.875,2,15.253582
-1.875,2,15.265583
-1.875,2,15.274582
-1.875,2,15.284586
-1.875,2,15.296134
-1.875,2,15.310134
-1.875,2,15.319135
-1.875,2,15.328635
-1.875,2,15.339635
-1.875,2,15.351139
-1.875,2,15.363142
-1.875,2,15.373143
-1.875,2,15.382643
-1.875,2,15.394644
-1.875,2,15.404643
-1.875,2,15.414143
-1.875,2,15.423143
-1.875,2,15.447643
-2.875,3,15.469652
-1.875,2,15.480151
-1.875,2,15.489652
-1.875,2,15.501152
-1.875,2,15.510654
-1.875,2,15.520652
-1.875,2,15.529152
-1.875,2,15.541153
-1.875,2,15.553153
-1.875,2,15.56366
-1.875,2,15.573161
-1.875,2,15.58516
-3.75,5,15.607165
-1.875,2,15.616665
-1.875,2,15.626665
-1.875,2,15.639165
-1.875,2,15.649171
-1.875,2,15.659169
-1.875,2,15.670673
-1.875,2,15.682677
-1.875,2,15.692178
-1.875,2,15.702178
-1.875,2,15.711178
-1.875,2,15.723178
-1.875,2,15.733677
-1.875,2,15.743178
-1.875,2,15.752178
-1.875,2,15.765194
-1.875,2,15.7747
-1.875,2,15.784202
-2.875,3,15.799702
-1.875,2,15.811203
-1.875,2,15.821203
-1.875,2,15.831702
-1.875,2,15.840702
-1.875,2,15.852203
-3.5,9,15.897729
-1.875,2,15.906729
-1.875,2,15.917233
-2.875,3,15.933733
-1.875,2,15.942233
-1.875,2,15.952232
-1.875,2,15.963192
-1.875,2,15.975692
-1.875,2,15.9862
-1.875,2,15.9957
-1.875,2,16.0052
-1.875,2,16.0172
-1.875,2,16.028205
-1.875,2,16.039206
-1.875,2,16.049205
-1.875,2,16.062205
-1.875,2,16.071209
-1.875,2,16.081709
-1.875,2,16.091719
-1.875,2,16.10472
-2.5,8,16.144725
-1.875,2,16.154219
-1.875,2,16.164219
-1.875,2,16.177224
-1.875,2,16.187729
-1.875,2,16.197233
-1.875,2,16.206232
-1.875,2,16.218733
-1.875,2,16.229237
-1.875,2,16.238737
-1.875,2,16.248737
-1.875,2,16.260237
-2.875,3,16.274749
-1.875,2,16.284249
-1.875,2,16.294253
-1.875,2,16.305756
-1.875,2,16.315757
-1.875,2,16.326756
-1.875,2,16.337261
-1.875,2,16.350261
-1.875,2,16.360262
-3.75,4,16.380763
-1.875,2,16.390765
-1.875,2,16.403775
-1.875,2,16.414279
-1.875,2,16.424783
-1.875,2,16.434783
-1.875,2,16.447783
-1.875,2,16.457287
-1.875,2,16.467787
-1.875,2,16.477787
-1.875,2,16.489287
-1.875,2,16.50029
-1.875,2,16.510791
-1.875,2,16.520295
-1.875,2,16.533295
-1.875,2,16.543795
-1.875,2,16.553795
-2.75,3,16.568295
-1.875,2,16.581795
-1.875,2,16.5928
-1.875,2,16.603799
-1.875,2,16.614808
-1.875,2,16.626808
-1.875,2,16.63531
-1.875,2,16.645808
-1.875,2,16.660316
-1.875,2,16.673815
-1.875,2,16.684315
-1.875,2,16.693712
-2.5,8,16.733828
-1.875,2,16.746328
-1.875,2,16.756334
-1.875,2,16.766833
-1.875,2,16.776333
-1.875,2,16.788833
-2.875,3,16.804837
-1.875,2,16.813841
-1.875,2,16.824341
-1.875,2,16.838845
-1.875,2,16.848845
-1.875,2,16.857353
-1.875,2,16.867354
-1.875,2,16.879854
-1.875,2,16.889858
-1.875,2,16.899358
-1.875,2,16.910358
-1.875,2,16.923363
-2.875,3,16.938367
-1.875,2,16.947866
-1.875,2,16.957366
-1.875,2,16.969366
-1.875,2,16.979866
-1.875,2,16.989367
-1.875,2,16.999366
-1.875,2,17.011871
-1.875,2,17.022876
-1.875,2,17.032381
-1.875,2,17.04188
-1.875,2,17.055881
-1.875,2,17.064385
-1.875,2,17.074884
-1.875,2,17.086384
-1.875,2,17.098384
-1.875,2,17.107388
-1.875,2,17.117892
-1.875,2,17.127893
-1.875,2,17.139397
-1.875,2,17.148897
-1.875,2,17.158396
-1.875,2,17.167901
-1.875,2,17.180401
-1.875,2,17.191401
-1.875,2,17.200902
-1.875,2,17.210901
-1.875,2,17.222907
-1.875,2,17.232413
-3.75,4,17.251917
-1.875,2,17.261417
-1.875,2,17.274416
-1.875,2,17.282917
-1.875,2,17.292917
-1.875,2,17.302416
-2.875,3,17.317917
-1.875,2,17.329422
-1.875,2,17.339425
-1.875,2,17.35043
-1.875,2,17.362931
-2.875,3,17.378435
-1.875,2,17.387435
-1.875,2,17.396436
-1.875,2,17.407935
-2.75,3,17.421436
-1.875,2,17.431436
-3.75,4,17.44944
-1.875,2,17.461443
-3.75,4,17.479943
-1.875,2,17.488449
-1.875,2,17.499949
-1.875,2,17.514949
-1.875,2,17.523949
-1.875,2,17.535449
-1.875,2,17.544453
-1.875,2,17.557457
-1.875,2,17.566957
-1.875,2,17.575958
-1.875,2,17.585958
-1.875,2,17.598458
-1.875,2,17.607957
-1.875,2,17.617458
-1.875,2,17.627957
-1.875,2,17.640961
-1.875,2,17.650971
-1.875,2,17.66047
-1.875,2,17.66997
-1.875,2,17.681971
-1.875,2,17.692476
-1.875,2,17.702976
-1.875,2,17.711977
-1.875,2,17.72346
-1.875,2,17.733964
-1.875,2,17.743469
-1.875,2,17.752973
-1.875,2,17.765981
-1.875,2,17.775476
-1.875,2,17.784977
-1.875,2,17.79398
-1.875,2,17.80498
-1.875,2,17.81448
-1.875,2,17.82298
-1.875,2,17.83398
-1.875,2,17.847485
-1.875,2,17.858488
-1.875,2,17.869992
-1.875,2,17.879993
-1.875,2,17.891997
-1.875,2,17.903502
-1.875,2,17.914002
-1.875,2,17.923502
-1.875,2,17.936002
-1.875,2,17.947002
-1.875,2,17.957502
-1.875,2,17.968006
-1.875,2,17.981512
-1.875,2,17.991011
-1.875,2,18.001011
-1.875,2,18.010166
-1.875,2,18.025713
-1.875,2,18.035714
-1.875,2,18.044713
-2.875,3,18.063724
-1.875,2,18.075723
-1.875,2,18.086732
-1.875,2,18.098727
-1.875,2,18.109733
-1.875,2,18.121732
-1.875,2,18.132731
-1.875,2,18.141733
-1.875,2,18.152731
-1.875,2,18.164235
-1.875,2,18.174243
-1.875,2,18.182739
-3.75,4,18.201742
-1.875,2,18.215747
-1.875,2,18.225248
-1.875,2,18.235247
-1.875,2,18.245247
-1.875,2,18.257247
-1.875,2,18.268747
-1.875,2,18.280251
-1.875,2,18.290757
-1.875,2,18.302757
-1.875,2,18.311756
-1.875,2,18.322257
-1.875,2,18.330757
-1.875,2,18.342756
-1.875,2,18.352256
-1.875,2,18.363756
-1.875,2,18.374261
-1.875,2,18.386764
-2.875,3,18.399768
-1.875,2,18.409769
-1.875,2,18.417768
-1.875,2,18.429768
-1.875,2,18.440268
-1.875,2,18.452268
-1.875,2,18.46227
-1.875,2,18.477273
-1.875,2,18.488276
-1.875,2,18.498781
-1.875,2,18.508285
-1.875,2,18.519781
-1.875,2,18.530281
-1.875,2,18.540786
-1.875,2,18.550784
-1.875,2,18.564785
-1.875,2,18.577289
-1.875,2,18.589294
-2.75,3,18.603297
-1.875,2,18.615797
-1.875,2,18.625297
-1.875,2,18.634797
-4.75,5,18.661302
-1.875,2,18.673803
-1.875,2,18.683309
-1.875,2,18.693312
-1.875,2,18.704812
-1.875,2,18.717317
-1.875,2,18.727816
-1.875,2,18.73782
-1.875,2,18.74732
-2.875,3,18.76432
-1.875,2,18.773821
-1.875,2,18.78432
-1.875,2,18.794324
-1.875,2,18.82183
-1.875,2,18.835329
-1.875,2,18.851333
-1.875,2,18.861333
-1.875,2,18.873832
-1.875,2,18.882833
-1.875,2,18.894337
-1.875,2,18.906341
-1.875,2,18.917847
-2.75,3,18.932347
-1.875,2,18.940847
-1.875,2,18.951354
-1.875,2,18.962353
-1.875,2,18.972853
-1.875,2,18.981353
-1.875,2,18.992353
-1.875,2,19.004858
-1.875,2,19.014858
-1.875,2,19.024362
-1.875,2,19.034862
-1.875,2,19.047367
-1.875,2,19.057367
-1.875,2,19.067867
-1.875,2,19.076867
-1.875,2,19.088367
-1.875,2,19.099367
-2.875,3,19.112874
-1.875,2,19.123376
-1.875,2,19.136876
-1.875,2,19.146876
-1.875,2,19.156879
-1.875,2,19.16688
-4.75,5,19.193707
-1.875,2,19.204885
-1.875,2,19.216384
-1.875,2,19.225889
-1.875,2,19.238894
-1.875,2,19.246894
-1.875,2,19.256894
-1.875,2,19.265895
-1.875,2,19.277394
-1.875,2,19.287895
-1.875,2,19.297895
-1.875,2,19.309402
-1.875,2,19.323402
-1.875,2,19.333406
-1.875,2,19.34491
-1.875,2,19.35641
-1.875,2,19.369444
-1.875,2,19.386616
-1.875,2,19.398616
-1.875,2,19.408616
-1.875,2,19.42162
-1.875,2,19.432626
-1.875,2,19.44163
-1.875,2,19.452129
-1.875,2,19.465129
-1.875,2,19.474633
-1.875,2,19.483133
-1.875,2,19.493633
-1.875,2,19.505633
-1.875,2,19.515634
-1.875,2,19.526638
-1.875,2,19.536638
-1.875,2,19.550147
-1.875,2,19.563149
-1.875,2,19.57265
-2.875,3,19.587149
-1.875,2,19.599653
-1.875,2,19.611155
-1.875,2,19.620653
-1.875,2,19.631657
-1.875,2,19.642662
-1.875,2,19.652661
-1.875,2,19.663165
-1.875,2,19.672665
-1.875,2,19.684669
-1.875,2,19.693669
-1.875,2,19.70417
-1.875,2,19.71417
-1.875,2,19.725169
-1.875,2,19.735172
-1.875,2,19.744173
-1.875,2,19.753673
-1.875,2,19.765178
-1.875,2,19.775678
-1.875,2,19.785178
-1.875,2,19.795178
-1.875,2,19.807678
-1.875,2,19.817177
-1.875,2,19.827178
-1.875,2,19.838678
-1.875,2,19.850682
-1.875,2,19.860187
-1.875,2,19.870187
-1.875,2,19.879187
-1.875,2,19.892186
-1.875,2,19.900691
-1.875,2,19.91019
-1.875,2,19.918693
-1.875,2,19.929695
-1.875,2,19.940195
-1.875,2,19.951199
-1.875,2,19.9597
-3.375,15,20.033203
-1.875,2,20.043202
-1.875,2,20.052202
-1.875,2,20.062211
-1.875,2,20.073711
-1.875,2,20.083216
-1.875,2,20.093716
-1.875,2,20.10372
-1.875,2,20.11572
-1.875,2,20.125719
-2.75,3,20.13922
-1.875,2,20.149224
-1.875,2,20.16323
-1.875,2,20.172235
-1.875,2,20.181239
-1.875,2,20.191735
-1.875,2,20.204239
-3.75,4,20.224239
-1.875,2,20.233739
-1.875,2,20.244739
-1.875,2,20.258244
-1.875,2,20.267748
-1.875,2,20.276753
-1.875,2,20.286253
-3.25,13,20.355762
-1.875,2,20.36527
-1.875,2,20.375766
-1.875,2,20.38627
-1.875,2,20.39827
-1.875,2,20.40777
-1.875,2,20.417774
-1.875,2,20.428275
-1.875,2,20.439778
-1.875,2,20.450278
-1.875,2,20.460786
-1.875,2,20.470292
-1.875,2,20.482294
-1.875,2,20.492295
-1.875,2,20.503295
-4.75,26,20.629812
-1.875,2,20.642812
-1.875,2,20.652812
-1.875,2,20.664316
-1.875,2,20.674817
-1.875,2,20.690321
-1.875,2,20.699325
-1.875,2,20.710325
-1.875,2,20.719325
-1.875,2,20.73033
-1.875,2,20.739335
-1.875,2,20.749365
-1.875,2,20.759364
-1.875,2,20.771878
-1.875,2,20.781873
-1.875,2,20.790878
-1.875,2,20.800378
-1.875,2,20.813382
-1.875,2,20.822382
-1.875,2,20.832881
-1.875,2,20.841386
-1.875,2,20.854885
-1.875,2,20.864387
-1.875,2,20.875386
-1.875,2,20.885895
-1.875,2,20.899404
-1.875,2,20.909904
-2.875,3,20.924404
-1.875,2,20.934912
-1.875,2,20.947407
-1.875,2,20.957908
-1.875,2,20.968411
-1.875,2,20.980911
-1.875,2,20.993411
-1.875,2,21.002915
-1.875,2,21.011919
-1.875,2,21.022419
-1.875,2,21.035422
-1.875,2,21.045419
-1.875,2,21.056421
-1.875,2,21.066919
-1.875,2,21.080928
