#{"t_start": 1768226125.314027, "env_id": "None"}
r,l,t
-1503.1257,200,1.021301
-1781.8151,200,1.021301
-1134.403,200,1.021301
-1344.715,200,1.021301
-1612.2621,200,1.155814
-986.0078,200,1.155814
-1322.097,200,1.155814
-877.5918,200,1.155814
-1311.9486,200,1.2955
-1177.9031,200,1.2955
-1392.7052,200,1.2955
-1363.938,200,1.2955
-1361.9646,200,1.442505
-872.1952,200,1.442505
-1085.7511,200,1.442505
-1006.6254,200,1.442505
-1064.2288,200,1.596514
-1541.253,200,1.596514
-1694.3839,200,1.596514
-878.9933,200,1.596514
-1079.4994,200,1.734451
-1301.1968,200,1.734451
-1745.7935,200,1.734451
-1157.86,200,1.734451
-859.62897,200,1.867459
-969.1751,200,1.867459
-1131.234,200,1.867459
-1799.4819,200,1.867459
-776.20593,200,2.012474
-1069.8806,200,2.012474
-1309.9546,200,2.012974
-1260.7291,200,2.012974
-1269.2972,200,2.151019
-1401.1212,200,2.151019
-763.0424,200,2.151019
-869.5605,200,2.151019
-1238.3142,200,2.31753
-793.6711,200,2.31803
-1388.0376,200,2.31803
-1561.007,200,2.31803
-1686.4883,200,6.53821
-878.2983,200,6.53821
-1530.122,200,6.53821
-1168.5726,200,6.53821
-1293.8423,200,6.676255
-1735.8866,200,6.676255
-1093.5349,200,6.676255
-1241.5721,200,6.676255
-1045.1807,200,6.817255
-1388.4833,200,6.817755
-1709.2234,200,6.817755
-1060.2966,200,6.817755
-1320.0992,200,6.951761
-1330.0409,200,6.951761
-833.2481,200,6.951761
-1501.0743,200,6.951761
-864.3448,200,7.083259
-971.318,200,7.083259
-1071.3945,200,7.083259
-1097.2476,200,7.083259
-1032.9847,200,7.214759
-1711.9674,200,7.214759
-1016.59467,200,7.214759
-1070.1078,200,7.214759
-848.8123,200,7.35177
-757.8378,200,7.35177
-911.493,200,7.35177
-901.13715,200,7.35177
-1672.5027,200,7.488913
-1068.371,200,7.488913
-1772.3894,200,7.488913
-840.11957,200,7.488913
-1304.2577,200,7.621426
-1055.3,200,7.621426
-767.16547,200,7.621426
-906.3203,200,7.621426
-879.04767,200,7.750923
-898.30054,200,7.750923
-1554.1755,200,7.750923
-1304.5227,200,7.751423
-1085.8451,200,11.939938
-906.2152,200,11.939938
-1169.3529,200,11.939938
-735.5976,200,11.939938
-1329.3754,200,12.076935
-765.18005,200,12.076935
-1303.7726,200,12.076935
-1237.8734,200,12.076935
-981.6008,200,12.212436
-884.1358,200,12.212436
-1615.0643,200,12.212436
-1631.4647,200,12.212436
-1050.7275,200,12.347937
-904.4596,200,12.347937
-1062.6022,200,12.347937
-1083.0345,200,12.347937
-1267.7417,200,12.482936
-1171.7549,200,12.482936
-1064.9664,200,12.482936
-1092.268,200,12.482936
-1182.9886,200,12.612118
-1072.3053,200,12.612118
-1157.9012,200,12.612118
-974.67035,200,12.612118
-1041.6914,200,12.744618
-1703.1606,200,12.744618
-899.0682,200,12.744618
-1218.9135,200,12.744618
-883.783,200,12.881151
-915.0761,200,12.881151
-1533.0759,200,12.881151
-1266.7441,200,12.881151
-1227.6287,200,13.012651
-1071.4155,200,13.012651
-1344.3585,200,13.013152
-771.1909,200,13.013152
-917.4359,200,13.149157
-1361.8613,200,13.149664
-915.6209,200,13.149664
-871.2273,200,13.149664
-775.95715,200,17.400593
-1319.365,200,17.400593
-901.6405,200,17.400593
-1505.8811,200,17.400593
-802.39777,200,17.545613
-939.91907,200,17.546113
-1675.2457,200,17.546113
-1182.614,200,17.546113
-959.139,200,17.688616
-973.8032,200,17.688616
-1195.3522,200,17.688616
-1235.3313,200,17.688616
-1617.4413,200,17.832133
-1322.9283,200,17.832133
-905.9508,200,17.832133
-944.95734,200,17.832632
-1300.5803,200,17.965652
-1348.3673,200,17.965652
-1549.9116,200,17.965652
-1077.8761,200,17.965652
-1323.1852,200,18.099158
-1575.8005,200,18.099658
-1348.8204,200,18.099658
-1227.4242,200,18.099658
-1716.9637,200,18.242684
-745.18414,200,18.242684
-1180.0913,200,18.242684
-1043.8068,200,18.242684
-940.8355,200,18.390484
-1314.9486,200,18.390484
-1478.3568,200,18.390484
-1177.6686,200,18.390484
-905.69366,200,18.551992
-1074.1396,200,18.551992
-975.58997,200,18.551992
-841.253,200,18.551992
-898.9646,200,18.69351
-1000.7372,200,18.69351
-1071.72,200,18.69351
-1091.0775,200,18.69351
-996.80164,200,22.998481
-1428.5303,200,22.998481
-976.6432,200,22.998481
-1503.9391,200,22.998981
-1830.429,200,23.141001
-1312.8287,200,23.141001
-1613.133,200,23.141001
-1325.6904,200,23.141001
-1134.4054,200,23.275015
-1043.0172,200,23.275015
-1517.6453,200,23.275015
-1053.0471,200,23.275015
-1196.6267,200,23.410514
-1069.9781,200,23.410514
-763.44257,200,23.410514
-995.7695,200,23.410514
-1226.4667,200,23.547028
-1656.9209,200,23.547028
-1102.164,200,23.547028
-1042.1398,200,23.547028
-824.7136,200,23.685543
-899.17206,200,23.686042
-1052.9463,200,23.686042
-1235.4766,200,23.686042
-1166.988,200,23.814703
-1075.348,200,23.814703
-876.48846,200,23.814703
-1691.2084,200,23.815203
-988.0328,200,23.947222
