#{"t_start": 1768229876.6532633, "env_id": "None"}
r,l,t
-0.4999998,50,84.613771
-1.25,26,84.742288
-0.4999998,50,85.019883
-0.4999998,50,85.271426
-0.4999998,50,85.513967
-1.4199998,43,85.718499
-0.4999998,50,85.96604
-0.4999998,50,86.200582
-1.3,31,86.353619
-0.4999998,50,86.614176
-1.02,3,86.63168
-0.4999998,50,86.878726
-1.22,23,86.99295
-0.4999998,50,87.239995
-0.4999998,50,87.491602
-1.3599999,37,87.669641
-0.4999998,50,87.914171
-0.4999998,50,88.166718
-1.13,14,88.239226
-0.4999998,50,88.492269
-0.4999998,50,88.73409
-0.4999998,50,88.980646
-0.4999998,50,89.228193
-0.4999998,50,89.489227
-0.4999998,50,89.752853
-1.3199999,33,89.917871
-0.4999998,50,90.171412
-0.4999998,50,90.410956
-0.4999998,50,90.67751
-0.4999998,50,90.923042
-0.4999998,50,91.181473
-0.4999998,50,91.431504
-0.4999998,50,91.678555
-0.4999998,50,91.928104
-0.4999998,50,92.172638
-0.4999998,50,92.416567
-0.4999998,50,92.674609
-0.4999998,50,92.919649
-0.4999998,50,93.167681
-1.1,11,93.223188
-0.4999998,50,93.463218
-0.4999998,50,93.712254
-0.4999998,50,93.98227
-0.4999998,50,94.237313
-1.01,2,94.247813
-0.4999998,50,94.49385
-0.4999998,50,94.737396
-0.4999998,50,94.98395
-0.4999998,50,95.229058
-1.4799998,49,95.472095
-0.4999998,50,95.72915
-0.4999998,50,95.97418
-0.4999998,50,96.222735
-0.4999998,50,96.464285
-0.4999998,50,96.717056
-1.4299998,44,96.931112
-0.4999998,50,97.187654
-0.4999998,50,97.433698
-0.4999998,50,97.683741
-0.4999998,50,97.927335
-0.4999998,50,98.172874
-1.25,26,98.30189
-0.4999998,50,98.559462
-0.4999998,50,98.812636
-1.3199999,33,98.971158
-0.4999998,50,99.217167
-0.4999998,50,99.469786
-0.4999998,50,99.71232
-1.4699998,48,99.959293
-0.4999998,50,100.223863
-1.4199998,43,100.443972
-0.4999998,50,100.688653
