#{"t_start": 1768229293.5281084, "env_id": "None"}
r,l,t
-1068.3395,200,1.921566
-991.9077,200,1.921566
-1063.596,200,1.922066
-1075.4622,200,1.922066
-1702.7916,200,2.35533
-1818.5132,200,2.35533
-879.5026,200,2.35533
-1074.6613,200,2.35533
-861.2072,200,2.784405
-1418.2828,200,2.784405
-753.3797,200,2.784405
-1300.7039,200,2.784405
-835.1733,200,3.212001
-967.31915,200,3.212001
-1236.6316,200,3.212001
-788.0658,200,3.212001
-1483.3071,200,3.637077
-1308.9412,200,3.637578
-1454.3805,200,3.637578
-1430.0729,200,3.637578
-1081.1967,200,4.065641
-874.01746,200,4.065641
-864.67834,200,4.065641
-1051.8817,200,4.065641
-1199.0504,200,4.478207
-883.2061,200,4.478207
-1250.9834,200,4.478207
-1796.8619,200,4.478207
-1611.9017,200,4.896847
-1206.0358,200,4.897347
-1164.3531,200,4.897347
-1759.3794,200,4.897347
-945.99084,200,5.334436
-1419.5413,200,5.334436
-1313.126,200,5.334436
-1325.5618,200,5.334436
-1206.7368,200,5.751006
-891.6734,200,5.751006
-1658.1,200,5.751006
-1448.3798,200,5.751006
-1681.6864,200,20.761629
-992.95483,200,20.761629
-1071.2745,200,20.761629
-1747.0498,200,20.761629
-1032.4841,200,21.189325
-1169.5052,200,21.189325
-889.25696,200,21.189325
-1336.2317,200,21.189325
-1014.6696,200,21.623152
-1564.0509,200,21.623152
-1443.168,200,21.623152
-1392.7782,200,21.623152
-1557.6381,200,22.053719
-1164.1659,200,22.053719
-1184.2968,200,22.053719
-1417.9703,200,22.053719
-1318.2552,200,22.483984
-860.1438,200,22.483984
-1473.147,200,22.483984
-1478.901,200,22.483984
-1013.8841,200,22.911093
-895.2989,200,22.911093
-985.9431,200,22.911093
-1668.2527,200,22.911093
-978.2733,200,23.340815
-1743.5121,200,23.340815
-1288.9468,200,23.340815
-1181.8992,200,23.340815
-1782.3984,200,23.760882
-956.55365,200,23.760882
-1462.127,200,23.760882
-1408.09,200,23.760882
-1476.5984,200,24.189573
-1072.8899,200,24.189573
-1491.3671,200,24.189573
-1070.6555,200,24.189573
-1073.0822,200,24.626164
-1494.77,200,24.626164
-985.8992,200,24.626164
-1026.6737,200,24.626164
-865.5497,200,39.68783
-1563.4629,200,39.68783
-1328.7866,200,39.68783
-856.1136,200,39.68783
-741.7834,200,40.118429
-1334.9674,200,40.118429
-1738.549,200,40.118429
-1326.3156,200,40.118929
-959.08344,200,40.536486
-1796.049,200,40.536486
-1790.944,200,40.536486
-1075.6318,200,40.536486
-860.0493,200,40.957065
-640.02893,200,40.957065
-1076.4077,200,40.957065
-890.8346,200,40.957065
-864.4561,200,41.388714
-1696.6382,200,41.388714
-1071.0944,200,41.388714
-1569.3077,200,41.388714
-1625.109,200,41.81747
-1323.7858,200,41.81747
-1087.0667,200,41.81747
-1086.1014,200,41.81747
-1403.8198,200,42.255589
-873.2242,200,42.255589
-1523.1052,200,42.255589
-1461.4034,200,42.255589
-887.72705,200,42.682533
-973.84607,200,42.682533
-1668.5847,200,42.682533
-1683.1582,200,42.682533
-1401.3041,200,43.157637
-1209.5844,200,43.158637
-1439.5442,200,43.158637
-1474.6472,200,43.158637
-1740.2468,200,43.579204
-965.60736,200,43.579204
-1585.7524,200,43.579204
-975.692,200,43.579204
-1333.4985,200,58.531922
-1077.6101,200,58.531922
-970.69946,200,58.531922
-1626.7128,200,58.531922
-1805.6757,200,58.95398
-1610.2958,200,58.95398
-1009.0951,200,58.95398
-1533.3925,200,58.95398
-889.73737,200,59.389079
-1501.479,200,59.389079
-1006.071,200,59.389079
-973.2418,200,59.389079
-1473.1989,200,59.812399
-891.90826,200,59.812399
-1489.7524,200,59.812399
-1411.5282,200,59.812399
-962.38525,200,60.240005
-1352.3533,200,60.24051
-1305.6965,200,60.24051
-1279.6106,200,60.24051
-1446.7301,200,60.659583
-933.17444,200,60.660083
-1610.682,200,60.660083
-1064.5264,200,60.660083
-1660.9954,200,61.117693
-771.481,200,61.117693
-876.03467,200,61.117693
-1665.4723,200,61.117693
-974.49774,200,61.538282
-1508.648,200,61.538282
-936.0655,200,61.538282
-1206.219,200,61.538282
-1064.3268,200,61.965904
-1552.7563,200,61.965904
-979.6102,200,61.965904
-1537.0356,200,61.965904
-1376.6462,200,62.411593
-969.69543,200,62.411593
-641.9513,200,62.411593
-1291.2954,200,62.411593
