#{"t_start": 1768230433.6103673, "env_id": "None"}
r,l,t
-1.875,2,3.064539
-10.625,13,3.094556
-7.5,11,3.124086
-9.625,12,3.150612
-1.875,2,3.154612
-6.375,7,3.168638
-5.375,6,3.183645
-6.0,8,3.201172
-1.875,2,3.204672
-1.875,2,3.209687
-7.75,9,3.2322
-6.875,8,3.250222
-7.75,8,3.267725
-4.25,5,3.279239
-4.125,6,3.293747
-3.25,4,3.303246
-7.625,9,3.322277
-5.625,7,3.336801
-7.5,8,3.357314
-6.625,9,3.377318
-15.0,20,3.419365
-7.75,8,3.436392
-3.75,4,3.447402
-8.125,10,3.470423
-19.625,28,3.531537
-1.875,2,3.535537
-1.875,2,3.543037
-6.375,10,3.566557
-3.875,4,3.576057
-7.0,8,3.595081
-1.875,2,3.601581
-7.625,9,3.620102
-2.875,3,3.626602
-2.75,3,3.632605
-15.0,20,3.675655
-1.875,2,3.680052
-4.75,5,3.699084
-1.875,2,3.703588
-9.75,12,3.73211
-10.375,13,3.760641
-3.75,5,3.772152
-20.625,22,3.824189
-5.0,7,3.846704
-3.75,4,3.855718
-7.75,8,3.873233
-16.0,20,3.917802
-6.75,7,3.936341
-4.75,6,3.949368
-4.875,7,3.965871
-3.75,4,3.974871
-8.0,9,3.997396
-2.875,3,4.004408
-11.0,12,4.030935
-2.875,3,4.036769
-7.5,8,4.056465
-2.75,3,4.062965
-8.625,9,4.08165
-18.25,19,4.121187
-1.875,2,4.12819
-1.875,2,4.13269
-1.875,2,4.141206
-1.875,2,4.147705
-1.875,2,4.154204
-10.625,13,4.18578
-10.875,13,4.212812
-3.625,4,4.221849
-3.75,4,4.240073
-9.875,13,4.267637
-1.875,2,4.27266
-3.75,4,4.281183
-2.75,3,4.289692
-6.625,7,4.305713
-3.25,4,4.314228
-7.375,8,4.332749
-6.25,8,4.352252
-5.25,8,4.369763
-7.25,8,4.387789
-1.875,2,4.391808
-12.125,17,4.43086
-1.875,2,4.43486
-2.875,3,4.44238
-5.75,6,4.45538
-7.875,8,4.47742
-3.75,4,4.48643
-4.25,5,4.496939
-1.875,2,4.50194
-3.75,4,4.512442
-1.875,2,4.516443
-7.125,16,4.552114
-1.875,2,4.556616
-3.875,4,4.568114
-2.75,3,4.574618
-2.875,3,4.582118
-1.875,2,4.586121
-3.5,12,4.614647
-3.75,4,4.624146
-5.75,6,4.637172
-2.875,3,4.643182
-1.875,2,4.649682
-6.5,7,4.664715
-4.875,5,4.675214
-6.875,10,4.697235
-9.375,10,4.722765
-6.125,7,4.737274
-2.875,3,4.743779
-6.5,7,4.759296
-2.75,3,4.770302
-1.875,2,4.776303
-2.875,3,4.786803
-2.875,3,4.79431
-2.75,3,4.803315
-5.625,6,4.816327
-2.875,3,4.824349
-8.125,9,4.843859
-7.625,8,4.862872
-4.5,6,4.875882
-1.875,2,4.881392
-3.75,4,4.889893
-8.125,9,4.913402
-1.875,2,4.917902
-2.875,3,4.924412
-5.75,6,4.938609
-1.875,2,4.946108
-1.875,2,4.94961
-4.375,5,4.960114
-1.875,2,4.964615
-4.25,12,4.995137
-1.875,2,4.999143
-2.75,3,5.00564
-1.875,2,5.010641
-12.375,14,5.042524
-4.625,5,5.062554
-10.5,12,5.097095
-10.625,15,5.131146
-13.75,25,5.1892
-1.875,2,5.193704
-4.625,13,5.222241
-11.75,13,5.249753
-3.75,4,5.260767
-5.875,8,5.27828
-5.625,8,5.296296
-10.625,12,5.323319
-1.875,2,5.33132
-7.625,8,5.348343
-8.875,10,5.372854
-15.25,16,5.411419
-6.875,8,5.432428
-1.875,2,5.436927
-3.25,4,5.446435
-4.5,5,5.45744
-6.625,7,5.476453
-3.875,4,5.486464
-1.875,2,5.490974
-1.875,2,5.495475
-1.875,2,5.502975
-2.875,3,5.509481
-1.875,2,5.513484
-7.75,10,5.536
-1.875,2,5.543528
-1.875,2,5.547527
-12.375,13,5.576542
-1.875,2,5.581556
-1.875,2,5.587556
-3.625,4,5.596568
-3.75,4,5.605077
-4.75,5,5.61458
-7.375,8,5.642597
-3.875,4,5.653612
-1.875,2,5.660627
-4.25,5,5.672636
-8.625,9,5.696148
-2.875,3,5.704164
-16.25,17,5.740178
-12.625,13,5.767712
-10.25,11,5.794733
-7.0,8,5.812252
-13.625,16,5.848414
-2.875,3,5.855919
-8.625,9,5.877971
-1.875,2,5.881972
-1.875,2,5.886971
-2.75,3,5.893976
-8.625,14,5.928499
-1.875,2,5.933009
-1.875,2,5.938009
-5.625,6,5.952013
-1.875,2,5.959026
-3.75,4,5.969046
-3.375,9,5.991561
-2.875,3,5.998567
-2.75,3,6.007575
-6.5,8,6.02459
-1.875,2,6.02909
-1.875,2,6.03409
-7.0,18,6.077139
-6.5,8,6.09515
-5.5,7,6.11066
-1.875,2,6.114162
-7.625,8,6.134709
-1.875,2,6.139709
-4.875,6,6.152214
-1.875,2,6.157214
-4.25,5,6.171227
-5.75,6,6.186747
-7.375,9,6.207031
-4.375,6,6.219554
-3.25,4,6.231068
-2.875,3,6.238068
-4.875,6,6.251569
-3.75,5,6.265072
-1.875,2,6.272085
-1.875,2,6.277588
-10.375,12,6.306121
-1.875,2,6.311124
-1.875,2,6.317628
-3.875,4,6.327639
-1.875,2,6.332646
-6.25,8,6.351162
-1.875,2,6.358162
-7.25,8,6.377162
-4.625,6,6.391176
-3.75,4,6.405502
-1.875,2,6.420574
-2.875,3,6.426581
-10.375,25,6.486142
-3.25,4,6.495646
-2.875,3,6.505159
-1.875,2,6.509659
-4.25,5,6.521184
-4.0,5,6.532188
-3.5,9,6.556717
-4.75,5,6.568758
-1.875,2,6.573759
-15.375,17,6.613778
-2.75,3,6.623289
-9.625,10,6.645304
-3.625,4,6.65383
-10.125,11,6.683863
-18.625,20,6.735398
-1.875,2,6.740398
-3.75,4,6.751402
-1.875,2,6.756407
-1.875,2,6.763924
-1.875,2,6.767426
-1.875,2,6.772938
-6.125,7,6.791446
-6.5,7,6.811451
-8.25,11,6.840481
-15.0,24,6.90202
-4.75,5,6.914539
-10.125,12,6.948561
-1.875,2,6.95406
-2.875,3,6.962075
-1.875,2,6.968075
-3.25,4,6.981589
-7.5,8,7.005104
-3.625,11,7.034143
-1.875,2,7.038643
-3.75,4,7.05265
-1.875,2,7.057649
-7.5,8,7.081161
-4.875,5,7.094674
-1.875,2,7.102187
-4.625,5,7.115206
-2.75,3,7.123722
-8.625,10,7.147242
-3.625,4,7.160256
-3.75,4,7.172757
-12.375,15,7.216795
-3.625,4,7.226799
-13.875,31,7.29696
-10.25,15,7.329486
-3.875,4,7.337493
-1.875,2,7.342008
-1.875,2,7.348512
-3.625,4,7.357012
-2.875,3,7.364018
-3.75,4,7.373019
-7.875,9,7.395033
-5.625,6,7.409039
-3.75,4,7.419039
-1.875,2,7.423543
-5.875,6,7.439556
-1.875,2,7.44406
-1.875,2,7.44756
-1.875,2,7.452571
-1.875,2,7.459571
-11.5,12,7.495114
-3.875,4,7.506622
-1.875,2,7.511635
-12.5,13,7.544671
-4.875,5,7.557182
-3.625,4,7.565865
-5.125,6,7.580389
-1.875,2,7.60943
-5.75,6,7.628948
-3.75,4,7.637452
-1.875,2,7.641451
-2.875,3,7.650967
-3.625,4,7.659976
-2.75,3,7.666479
-4.625,5,7.676991
-8.625,10,7.702016
-1.875,2,7.706517
-7.0,8,7.725548
-2.5,8,7.743046
-2.875,3,7.752102
-10.25,29,7.818663
-2.5,8,7.83867
-5.375,6,7.853184
-7.625,9,7.875204
-11.625,14,7.905748
-6.625,7,7.919766
-4.125,5,7.931271
-1.875,2,7.93827
-3.875,11,7.9648
-6.875,7,7.981412
-4.75,5,7.992416
-6.75,9,8.014941
-4.625,5,8.024951
-1.875,2,8.029459
-6.875,8,8.046963
-2.75,3,8.055968
-2.875,3,8.062967
-5.625,8,8.081982
-1.875,2,8.086981
-2.875,3,8.096486
-1.875,2,8.101496
-1.875,2,8.105996
-1.875,2,8.111016
-4.75,5,8.123532
-5.5,10,8.146135
-4.875,5,8.157135
-3.75,4,8.166144
-4.0,5,8.180159
-1.875,2,8.185159
-6.75,7,8.200176
-3.75,4,8.208179
-2.875,3,8.217183
-3.875,4,8.226687
-4.375,6,8.240716
-1.875,2,8.245215
-5.625,6,8.260724
-6.625,7,8.276245
-3.5,4,8.285264
-3.75,4,8.294275
-3.5,4,8.305779
-1.875,2,8.310791
-3.875,4,8.31929
-1.875,2,8.324294
-10.625,13,8.354845
-2.75,3,8.361844
-3.75,5,8.373351
-2.875,3,8.379862
-2.75,3,8.388374
-2.875,3,8.39538
-1.875,2,8.400381
-1.875,2,8.40488
-2.875,3,8.414393
-1.875,2,8.419904
-1.875,2,8.424404
-10.625,11,8.44943
-3.375,10,8.474937
-9.125,11,8.503476
-14.125,28,8.571064
-12.375,14,8.600596
-4.625,6,8.619104
-1.875,2,8.623609
-7.0,8,8.645645
-1.875,2,8.650649
-1.875,2,8.657148
-4.875,6,8.67268
-1.875,2,8.67768
-7.625,8,8.695694
-8.25,11,8.722233
-5.125,6,8.735247
-1.875,2,8.739761
-3.25,4,8.749274
-6.25,7,8.766787
-1.875,2,8.771786
-7.0,8,8.789286
-2.875,3,8.797287
-1.875,2,8.804291
-3.75,4,8.8133
-7.625,8,8.831822
-1.875,2,8.835821
-3.5,4,8.848343
-1.875,2,8.853361
-1.875,2,8.857362
-2.875,3,8.865877
-11.5,14,8.899891
-2.875,3,8.908394
-2.75,3,8.914895
-3.75,4,8.923908
-4.75,5,8.937417
-1.875,2,8.942431
-1.875,2,8.94693
-2.875,3,8.954441
-9.75,10,8.979966
-3.25,4,8.98947
-4.75,5,9.001473
-2.875,3,9.00848
-3.625,4,9.020008
-3.75,4,9.02902
-3.125,10,9.054049
-1.875,2,9.058549
-1.875,2,9.065552
-7.375,20,9.113085
-1.875,2,9.117585
-1.875,2,9.122097
-5.75,12,9.152615
-8.625,10,9.176115
-4.0,5,9.188123
-3.625,10,9.212148
-4.375,6,9.229203
-2.875,3,9.236206
-3.5,4,9.245737
-2.875,3,9.252736
-5.125,7,9.274255
-3.875,4,9.284762
-6.25,7,9.305651
-2.875,3,9.313151
-7.5,8,9.334153
-1.875,2,9.339161
-2.75,3,9.346671
-1.875,2,9.35067
-1.875,2,9.357175
-2.875,3,9.364685
-1.875,2,9.370196
-4.125,5,9.381214
-7.25,8,9.402225
-5.875,7,9.418753
-2.75,3,9.42526
-2.875,3,9.432278
-4.375,6,9.448277
-8.25,22,9.506833
-1.875,2,9.510832
-10.0,13,9.541372
-5.0,7,9.559407
-1.875,2,9.564409
-1.875,2,9.569923
-1.875,2,9.573924
-4.125,5,9.587436
-1.875,2,9.591936
-4.875,5,9.602951
-4.25,5,9.614461
-1.875,2,9.62196
-2.75,3,9.629966
-2.75,3,9.637465
-2.875,3,9.644047
-16.5,42,9.744196
-1.875,2,9.749704
-3.875,4,9.759204
-4.75,5,9.771218
-1.875,2,9.778223
-3.75,4,9.787228
-5.875,7,9.803731
-1.875,2,9.808235
-2.75,3,9.818242
-4.25,5,9.830242
-3.875,5,9.842267
-1.875,2,9.847273
-3.25,4,9.85887
-8.75,9,9.879382
-8.125,13,9.909913
-1.875,2,9.914413
-1.875,2,9.920929
-5.625,6,9.936438
-2.875,3,9.943936
-1.875,2,9.948442
-3.875,4,9.959465
-3.75,4,9.968468
-1.875,2,9.973475
-1.875,2,9.979487
-3.875,4,9.990491
-2.875,3,9.996495
-2.875,3,10.004512
-1.875,2,10.009518
-5.625,6,10.025526
-1.875,2,10.030026
-5.625,6,10.043538
-4.25,13,10.07406
-2.75,3,10.083564
-1.875,2,10.088068
-4.25,5,10.099082
-1.875,2,10.104085
-2.75,3,10.113095
-1.875,2,10.118096
-5.5,6,10.133199
-2.875,3,10.141199
-1.875,2,10.148207
-1.875,2,10.153711
-1.875,2,10.158711
-1.875,2,10.163219
-5.0,13,10.19626
-1.875,2,10.200761
-7.25,17,10.239294
-12.125,15,10.279826
-5.75,6,10.296847
-5.875,16,10.333379
-2.875,3,10.340881
-2.875,3,10.347382
-5.375,7,10.365411
-13.5,19,10.406946
-1.875,2,10.411957
-1.875,2,10.416339
-1.875,2,10.423959
-1.875,2,10.429966
-5.625,6,10.446677
-1.875,2,10.452677
-1.875,2,10.461678
-10.0,11,10.485719
-8.75,11,10.510493
-2.875,3,10.516997
-1.875,2,10.524008
-7.75,8,10.541019
-1.875,2,10.548031
-1.875,2,10.55253
-1.875,2,10.559541
-3.625,4,10.568552
-1.875,2,10.573058
-3.75,4,10.582078
-2.75,3,10.591578
-1.875,2,10.596579
-1.875,2,10.601092
-3.875,4,10.610592
-1.875,2,10.617097
-1.875,2,10.622114
-2.875,3,10.628628
-12.375,24,10.680187
-1.875,2,10.686695
-1.875,2,10.690708
-8.0,14,10.720231
-1.875,2,10.72473
-5.375,10,10.748763
-2.875,3,10.755277
-4.25,11,10.780324
-2.75,3,10.786827
-3.875,4,10.798842
-2.75,3,10.805341
-1.875,2,10.809846
-1.875,2,10.813345
-3.75,4,10.826349
-1.875,2,10.830856
-2.875,3,10.83736
-7.625,16,10.875903
-2.875,3,10.886423
-1.875,2,10.890938
-6.625,7,10.90695
-1.875,2,10.911949
-6.5,10,10.934993
-5.625,7,10.950508
-7.5,23,11.000589
-2.875,3,11.00659
-7.375,8,11.027107
-1.875,2,11.031617
-2.75,3,11.038625
-1.875,2,11.04464
-4.375,7,11.064662
-2.875,3,11.071165
-1.875,2,11.075664
-1.875,2,11.080172
-1.875,2,11.087175
-1.875,2,11.092185
-8.25,15,11.126216
-1.875,2,11.131226
-1.875,2,11.138231
-3.75,4,11.146746
-7.5,8,11.16277
-4.75,5,11.173783
-5.5,6,11.190282
-6.625,7,11.204803
-4.75,5,11.216818
-3.875,4,11.225338
-1.875,2,11.231848
-1.875,2,11.236847
-6.75,7,11.252361
-1.875,2,11.257364
-2.75,3,11.266864
-10.5,15,11.311402
-1.875,2,11.315902
-1.875,2,11.321416
-10.0,21,11.371443
-3.75,4,11.381455
-3.25,4,11.390454
-3.75,11,11.414969
-2.875,3,11.423478
-1.875,2,11.427982
-2.75,3,11.433989
-3.75,4,11.443507
-3.75,4,11.455019
-1.875,2,11.459022
-2.75,3,11.466523
-4.625,12,11.494538
-1.875,2,11.502038
-7.75,8,11.52108
-1.875,2,11.526081
-7.125,9,11.545089
-7.625,9,11.568619
-1.875,2,11.573118
-2.75,3,11.580128
-1.875,2,11.584628
-6.125,7,11.603079
-1.875,2,11.607636
-3.625,4,11.617635
-1.875,2,11.622142
-1.875,2,11.62865
-2.875,3,11.635656
-1.875,2,11.640656
-2.875,3,11.647165
-3.75,4,11.659682
-4.75,5,11.671682
-3.625,4,11.680713
-3.25,4,11.690221
-3.875,4,11.701721
-1.875,2,11.707224
-2.875,3,11.714735
-4.625,5,11.727239
-1.875,2,11.73425
-1.875,2,11.739753
-3.25,4,11.749265
-3.75,4,11.758276
-4.5,5,11.773795
-1.875,2,11.778808
-1.875,2,11.784314
-1.875,2,11.788821
-5.75,9,11.813844
-2.875,3,11.820848
-4.875,5,11.833364
-3.5,10,11.864406
-1.875,2,11.873917
-1.875,2,11.878922
-1.875,2,11.883923
-2.875,3,11.891428
-7.5,8,11.911454
-6.375,9,11.932477
-6.625,18,11.975526
-2.875,3,11.98254
-6.5,7,12.002055
-2.875,3,12.008554
-1.875,2,12.013556
-5.75,6,12.028066
-1.875,2,12.03508
-3.25,4,12.044103
-1.875,2,12.04861
-1.875,2,12.053115
-1.875,2,12.060114
-1.875,2,12.065615
-7.875,11,12.09065
-1.875,2,12.094651
-2.875,3,12.104154
-1.875,2,12.108661
-1.875,2,12.113166
-1.875,2,12.118165
-2.75,3,12.127665
-2.75,3,12.134674
-1.875,2,12.139181
-2.875,3,12.145697
-2.75,3,12.154709
-1.875,2,12.159717
-3.625,4,12.168717
-1.875,2,12.174216
-1.875,2,12.181732
-1.875,2,12.186731
-3.75,5,12.198747
-2.875,3,12.20525
-1.875,2,12.213788
-3.75,4,12.224288
-1.875,2,12.229288
-4.875,5,12.243314
-1.875,2,12.251341
-1.875,2,12.256844
-12.5,50,12.375468
-3.75,4,12.38397
-6.25,19,12.429525
-1.875,2,12.434527
-4.5,5,12.446027
-2.875,3,12.453038
-2.875,3,12.463048
-1.875,2,12.468055
-1.875,2,12.472564
-1.875,2,12.477689
-1.875,2,12.485693
-2.875,3,12.492193
-6.625,7,12.510219
-2.75,3,12.517223
-4.75,5,12.531735
-7.0,16,12.568259
-10.375,39,12.654848
-4.75,5,12.666869
-5.375,7,12.684884
-6.75,7,12.700882
-1.875,2,12.70589
-2.875,3,12.7139
-1.875,2,12.72041
-1.875,2,12.72491
-3.875,4,12.734921
-2.875,3,12.741935
-2.875,3,12.751442
-1.875,2,12.756443
-5.375,6,12.771964
-5.75,6,12.786479
-7.25,18,12.83054
-3.75,4,12.840553
-5.375,8,12.861056
-1.875,2,12.865557
-2.5,8,12.88657
-2.875,3,12.893574
-5.625,6,12.909089
-1.875,2,12.913588
-7.25,8,12.934117
-4.625,5,12.945637
-3.75,4,12.956504
-2.875,3,12.964141
-1.875,2,12.972141
-1.875,2,12.977145
-2.875,3,12.984646
-2.875,3,12.99266
-1.875,2,12.999172
-1.875,2,13.004173
-3.875,4,13.013677
-3.75,4,13.023689
-1.875,2,13.0307
-1.875,2,13.035699
-4.75,5,13.04671
-7.625,11,13.071733
-1.875,2,13.07923
-1.875,2,13.084236
-1.875,2,13.089235
-1.875,2,13.093735
-1.875,2,13.101252
-1.875,2,13.105756
-1.875,2,13.111265
-1.875,2,13.115766
-1.875,2,13.122768
-1.875,2,13.127269
-8.0,12,13.155816
-7.75,21,13.212383
-2.875,3,13.22338
-2.875,3,13.23695
-1.875,2,13.242449
-1.875,2,13.246961
-2.75,3,13.25648
-1.875,2,13.260997
-1.875,2,13.265504
-2.875,3,13.272502
-4.375,6,13.289012
-8.375,24,13.346635
-2.875,3,13.353644
-4.625,5,13.366154
-2.875,3,13.375654
-6.625,7,13.391179
-2.875,3,13.39718
-3.75,5,13.409197
-2.875,3,13.418199
-1.875,2,13.423199
-4.5,13,13.453255
-2.875,3,13.460266
-4.75,9,13.485279
-1.875,2,13.49079
-1.875,2,13.495793
-4.625,5,13.506808
-3.625,4,13.518816
-4.375,6,13.538323
-1.875,2,13.543323
-1.875,2,13.547837
-1.875,2,13.554346
-1.875,2,13.558352
-1.875,2,13.563859
-2.875,3,13.570373
-3.25,4,13.582381
-2.75,3,13.589881
-5.625,14,13.621424
-1.875,2,13.625932
-1.875,2,13.633436
-1.875,2,13.638438
-5.875,6,13.651973
-3.5,4,13.660983
-1.875,2,13.668494
-1.875,2,13.672996
-1.875,2,13.676998
-1.875,2,13.68251
-4.875,5,13.69651
-1.875,2,13.701528
-1.875,2,13.706528
-5.125,13,13.738058
-2.875,3,13.747072
-3.75,4,13.756083
-3.25,4,13.764596
-9.875,11,13.789125
-6.625,7,13.811146
-5.625,6,13.829158
-4.25,5,13.842163
-4.75,9,13.864192
-3.75,4,13.876204
-2.875,3,13.882721
-2.75,3,13.890723
-1.875,2,13.895723
-2.75,3,13.905222
-1.875,2,13.910227
-1.875,2,13.915226
-7.375,8,13.932739
-2.875,3,13.94125
-1.875,2,13.94625
-2.875,3,13.953258
-5.75,6,13.96677
-1.875,2,13.974769
-4.625,5,13.986776
-2.875,3,13.994787
-2.875,3,14.003787
-1.875,2,14.011292
-1.875,2,14.016291
-2.875,3,14.023823
-1.875,2,14.029331
-1.875,2,14.036834
-4.25,5,14.04784
-6.75,7,14.063931
-1.875,2,14.069036
-1.875,2,14.076037
-13.5,34,14.156084
-2.875,3,14.164596
-1.875,2,14.169105
-3.875,4,14.181609
-3.875,12,14.209134
-1.875,2,14.215134
-7.5,8,14.233156
-4.625,6,14.249171
-12.0,13,14.279706
-2.875,3,14.286212
-1.875,2,14.290222
-1.875,2,14.296722
-5.0,17,14.337739
-3.875,4,14.346752
-2.875,3,14.353763
-2.5,8,14.374782
-1.875,2,14.379291
-5.375,11,14.404812
-1.875,2,14.410329
-1.875,2,14.417328
-1.875,2,14.423328
-2.75,3,14.430841
-1.875,2,14.436659
-1.875,2,14.444841
-1.875,2,14.452344
-2.75,3,14.464372
-2.875,3,14.471895
-2.75,3,14.482908
-5.75,6,14.499431
-1.875,2,14.503934
-1.875,2,14.508435
-1.875,2,14.515934
-1.875,2,14.522947
-1.875,2,14.528447
-1.875,2,14.532946
-2.75,9,14.556982
-5.75,10,14.581514
-4.875,10,14.605027
-2.75,3,14.613042
-1.875,2,14.619861
-3.75,4,14.629054
-1.875,2,14.634554
-1.875,2,14.639565
-2.5,8,14.659106
-1.875,2,14.66561
-1.875,2,14.669609
-2.875,3,14.67711
-1.875,2,14.68411
-4.0,19,14.72917
-4.875,26,14.79327
-1.875,2,14.798276
-1.875,2,14.80478
-3.125,12,14.833811
-1.875,2,14.839311
-3.75,4,14.849352
-1.875,2,14.856855
-1.875,2,14.861859
-8.875,14,14.893395
-1.875,2,14.897897
-3.75,4,14.909413
-1.875,2,14.913924
-2.75,3,14.921422
-3.625,4,14.92994
-1.875,2,14.93744
-1.875,2,14.942439
-4.75,5,14.954474
-1.875,2,14.958976
-2.875,3,14.968482
-1.875,2,14.973985
-10.0,45,15.080112
-4.75,5,15.091611
-2.75,3,15.101127
-1.875,2,15.105625
-6.875,20,15.153174
-4.875,5,15.164687
-1.875,2,15.171688
-1.875,2,15.176687
-5.75,16,15.214206
-1.875,2,15.219215
-3.875,4,15.230232
-3.875,4,15.239235
-1.875,2,15.243731
-1.875,2,15.249243
-1.875,2,15.256749
-4.125,14,15.289278
-1.875,2,15.293777
-2.875,3,15.301285
-4.625,6,15.317789
-2.875,3,15.325289
-2.875,3,15.332295
-2.875,3,15.338795
-1.875,2,15.345796
-1.875,2,15.350313
-2.75,3,15.358814
-3.375,14,15.39283
-5.625,6,15.408873
-1.875,2,15.413377
-1.875,2,15.41788
-1.875,2,15.42339
-2.875,3,15.433407
-1.875,2,15.438407
-4.625,13,15.470965
-1.875,2,15.474966
-1.875,2,15.482966
-3.75,4,15.492965
-1.875,2,15.496966
-3.75,4,15.506972
-3.75,4,15.5185
-3.625,4,15.527503
-1.875,2,15.532502
-1.875,2,15.537002
-1.875,2,15.544014
-4.25,5,15.555037
-8.0,33,15.631098
-1.875,2,15.636098
-1.875,2,15.643097
-2.875,3,15.651616
-1.875,2,15.658127
-2.75,3,15.666133
-1.875,2,15.673136
-1.875,2,15.677654
-2.875,3,15.683654
-1.875,2,15.689158
-2.875,3,15.698178
-2.75,3,15.705181
-1.875,2,15.710181
-1.875,2,15.715181
-1.875,2,15.722185
-4.375,6,15.736688
-4.625,5,15.749211
-3.75,4,15.758726
-4.5,13,15.79175
-1.875,2,15.796761
-1.875,2,15.802275
-1.875,2,15.806774
-1.875,2,15.813775
-3.75,4,15.822779
-1.875,2,15.82778
-1.875,2,15.832278
-1.875,2,15.839794
-2.5,8,15.859308
-1.875,2,15.863807
-5.625,6,15.878815
-9.375,23,15.936853
-2.875,3,15.943873
-2.875,3,15.951373
-1.875,2,15.960397
-3.75,4,15.971419
-2.75,3,15.978428
-4.75,5,15.989445
-1.875,2,15.993831
-7.0,16,16.033993
-1.875,2,16.038493
-2.875,3,16.046002
-5.25,6,16.060513
-3.25,4,16.072023
-2.875,3,16.079031
-2.875,3,16.086034
-1.875,2,16.091035
-1.875,2,16.098546
-1.875,2,16.10305
-1.875,2,16.10705
-15.875,50,16.228698
-1.875,2,16.235701
-1.875,2,16.240715
-1.875,2,16.245214
-3.75,4,16.255734
-1.875,2,16.262734
-1.875,2,16.268246
-1.875,2,16.272749
-1.875,2,16.27775
-1.875,2,16.28425
-2.75,3,16.291263
-1.875,2,16.295764
-4.75,5,16.308786
-1.875,2,16.31529
-1.875,2,16.321302
-2.875,3,16.329301
-2.75,3,16.336305
-1.875,2,16.343318
-7.5,8,16.362334
-1.875,2,16.366834
-1.875,2,16.371847
-1.875,2,16.378356
-3.875,4,16.387856
-1.875,2,16.39286
-1.875,2,16.397867
-2.875,3,16.407371
-2.75,3,16.415374
-1.875,2,16.419885
-1.875,2,16.424886
-2.875,3,16.4339
-1.875,2,16.439412
-5.25,20,16.488944
-1.875,2,16.493942
-1.875,2,16.500958
-1.875,2,16.505958
-1.875,2,16.510467
-3.75,4,16.519975
-2.5,8,16.542
-3.75,4,16.553012
-1.875,2,16.558014
-1.875,2,16.563021
-3.75,4,16.574025
-1.875,2,16.578528
-1.875,2,16.583525
-3.625,16,16.622089
-4.25,13,16.657602
-1.875,2,16.663609
-1.875,2,16.668626
-1.875,2,16.673629
-1.875,2,16.680648
