#{"t_start": 1768228438.6448538, "env_id": "None"}
r,l,t
-1287.5966,200,1.755394
-1083.6415,200,1.755895
-883.3379,200,1.755895
-864.11633,200,1.755895
-897.2772,200,2.11358
-1479.0642,200,2.11358
-1792.4897,200,2.11358
-927.42596,200,2.11358
-1240.3737,200,2.473082
-859.9724,200,2.473082
-1278.798,200,2.473082
-960.1487,200,2.473082
-810.04346,200,2.830125
-1070.0518,200,2.830125
-845.58,200,2.830125
-1304.1477,200,2.830125
-1159.7584,200,3.193212
-1397.3708,200,3.193712
-1288.2449,200,3.193712
-1507.1908,200,3.193712
-1069.1677,200,3.553217
-1310.7147,200,3.553217
-808.8283,200,3.553217
-758.0215,200,3.553217
-1688.0398,200,3.914717
-964.0365,200,3.915217
-747.25256,200,3.915217
-1193.3367,200,3.915217
-1287.0045,200,4.287832
-1409.301,200,4.287832
-1152.7969,200,4.287832
-869.9314,200,4.287832
-1164.2214,200,4.648933
-956.5934,200,4.648933
-1745.5942,200,4.648933
-1368.3641,200,4.648933
-1707.7925,200,5.016622
-1114.3494,200,5.016622
-970.4557,200,5.016622
-1821.9537,200,5.016622
-1173.4535,200,17.573836
-1764.6896,200,17.574336
-1068.0151,200,17.574336
-865.46893,200,17.574336
-979.22174,200,17.929836
-860.05566,200,17.929836
-1208.7798,200,17.929836
-859.305,200,17.929836
-746.11096,200,18.291844
-904.69257,200,18.291844
-1762.4785,200,18.291844
-1480.9122,200,18.291844
-1432.515,200,18.657027
-1609.4125,200,18.657528
-988.7368,200,18.657528
-1179.566,200,18.657528
-1099.3605,200,19.022028
-870.55133,200,19.022028
-740.1538,200,19.022028
-1514.4824,200,19.022527
-965.49225,200,19.389528
-864.1251,200,19.390028
-732.56476,200,19.390028
-857.7628,200,19.390028
-954.68243,200,19.750532
-875.85767,200,19.750532
-1724.9423,200,19.750532
-1368.4855,200,19.750532
-738.93243,200,20.111224
-1594.8575,200,20.111224
-920.11163,200,20.111224
-1366.4604,200,20.111224
-883.09753,200,20.47962
-1367.4451,200,20.47962
-942.3033,200,20.47962
-1602.2372,200,20.47962
-1404.4017,200,20.844629
-1048.8738,200,20.844629
-1581.0712,200,20.844629
-1004.40594,200,20.844629
