#{"t_start": 1768236100.5253232, "env_id": "None"}
r,l,t
1.8333334,6,42.894758
1.8333334,14,42.93529
1.8333334,14,42.978829
1.8333334,8,42.999856
1.8333334,6,43.016373
1.8333334,8,43.038388
1.8333334,6,43.06091
1.8333334,6,43.085439
1.8333334,6,43.103433
1.8333334,6,43.120453
1.8333334,6,43.142975
1.8333334,6,43.159989
1.8333334,7,43.180002
1.8333334,7,43.202018
1.8333334,13,43.240043
1.8333334,9,43.267569
1.8333334,10,43.29509
1.8333334,8,43.318615
1.8333334,11,43.352138
1.8333334,17,43.398673
1.8333334,9,43.423698
-0.8333333,7,43.444715
1.8333334,9,43.47224
1.8333334,11,43.502763
0.8333334,30,43.588449
1.8333334,22,43.649499
1.8333334,10,43.679025
1.8333334,17,43.73106
1.8333334,16,43.775092
1.8333334,9,43.799609
1.8333334,7,43.823128
1.8333334,23,43.888181
1.8333334,11,43.918783
1.8333334,10,43.949805
1.8333334,8,43.974821
1.8333334,6,43.99134
1.8333334,12,44.024363
1.8333334,13,44.060388
1.8333334,6,44.081915
1.8333334,7,44.101425
1.8333334,8,44.123947
1.8333334,9,44.151471
1.8333334,11,44.184996
1.8333334,6,44.203014
1.8333334,6,44.220529
1.8333334,6,44.237538
1.8333334,11,44.269565
-0.5,4,44.281571
1.8333334,8,44.303084
1.8333334,6,44.321602
1.8333334,6,44.343117
1.8333334,9,44.369641
1.8333334,7,44.388651
1.8333334,14,44.427178
1.8333334,10,44.461884
1.8333334,8,44.485897
1.8333334,6,44.502404
1.8333334,6,44.519416
1.8333334,6,44.537932
1.8333334,8,44.559951
1.8333334,6,44.578966
1.8333334,6,44.596473
1.8333334,7,44.616995
1.8333334,6,44.633574
1.8333334,7,44.653094
1.8333334,7,44.672611
1.8333334,8,44.698128
1.8333334,8,44.721648
1.8333334,6,44.738163
1.8333334,8,44.761179
1.8333334,6,44.7797
1.8333334,6,44.798223
1.8333334,8,44.825748
1.8333334,6,44.847769
1.8333334,6,44.86628
1.8333334,7,44.885415
1.8333334,6,44.901421
1.8333334,6,44.918458
1.8333334,6,44.936967
1.8333334,6,44.955984
-0.8333333,2,44.962984
1.8333334,6,44.980499
1.8333334,6,45.002519
1.8333334,6,45.022538
1.8333334,7,45.045557
1.8333334,6,45.064574
1.8333334,6,45.084089
1.8333334,7,45.105618
1.8333334,6,45.122627
1.8333334,6,45.140648
1.8333334,6,45.159164
1.8333334,7,45.178172
1.8333334,6,45.196186
1.8333334,6,45.214705
1.8333334,6,45.233225
1.8333334,6,45.249737
1.8333334,8,45.271759
1.8333334,7,45.291774
1.8333334,6,45.310788
1.8333334,6,45.32931
1.8333334,6,45.346828
1.8333334,6,45.365844
1.8333334,8,45.389362
1.8333334,6,45.405873
1.8333334,7,45.425887
1.8333334,6,45.443908
1.8333334,6,45.464925
1.8333334,8,45.486946
1.8333334,13,45.522976
1.8333334,6,45.538988
1.8333334,6,45.561007
-0.8333333,2,45.56702
1.8333334,6,45.588536
1.8333334,6,45.610555
1.8333334,6,45.632602
1.8333334,6,45.652121
1.8333334,6,45.674645
1.8333334,6,45.701179
1.8333334,6,45.721193
1.8333334,6,45.73771
1.8333334,10,45.765736
1.8333334,6,45.782245
1.8333334,14,45.823993
1.8333334,9,45.851531
1.8333334,6,45.868037
1.8333334,6,45.884551
1.8333334,7,45.905567
1.8333334,8,45.928098
1.8333334,6,45.945614
1.8333334,9,45.97564
1.8333334,6,45.994148
-0.8333333,3,46.002155
1.8333334,9,46.027179
1.8333334,8,46.049695
1.8333334,8,46.073712
1.8333334,11,46.117261
1.8333334,6,46.140279
1.8333334,14,46.200862
1.8333334,9,46.229895
1.8333334,6,46.255518
1.8333334,12,46.307089
1.8333334,7,46.338133
1.8333334,9,46.379184
1.8333334,8,46.406721
1.8333334,6,46.423231
-0.5,5,46.436241
1.8333334,13,46.494321
1.8333334,6,46.520355
1.8333334,16,46.592445
1.8333334,22,46.684565
1.8333334,12,46.729107
-0.5,7,46.756142
1.8333334,9,46.792186
1.8333334,6,46.817227
1.8333334,12,46.87429
1.8333334,15,46.938381
1.8333334,21,47.020482
1.8333334,12,47.066534
1.8333334,14,47.11496
1.8333334,9,47.145047
1.8333334,11,47.184099
1.8333334,10,47.223637
1.8333334,15,47.285225
1.8333334,6,47.31076
1.8333334,12,47.346786
1.8333334,12,47.386828
1.8333334,6,47.405347
1.8333334,6,47.422356
1.8333334,6,47.43887
1.8333334,8,47.467401
-0.8333333,2,47.474401
1.8333334,6,47.494919
1.8333334,10,47.53898
1.8333334,8,47.572037
1.8333334,6,47.600063
1.8333334,7,47.623751
1.8333334,9,47.657286
1.8333334,6,47.67681
1.8333334,13,47.727355
1.8333334,7,47.757892
1.8333334,6,47.781438
1.8333334,6,47.806461
1.8333334,8,47.830481
1.8333334,6,47.848998
1.8333334,6,47.87202
1.8333334,6,47.895547
1.8333334,8,47.92007
1.8333334,7,47.939589
1.8333334,6,47.9586
1.8333334,6,47.980624
1.8333334,6,48.009155
1.8333334,6,48.032177
1.8333334,6,48.055214
1.8333334,7,48.08374
1.8333334,6,48.112799
1.8333334,6,48.139341
1.8333334,6,48.164867
1.8333334,6,48.189901
1.8333334,7,48.210918
1.8333334,6,48.236953
1.8333334,6,48.254983
1.8333334,6,48.277513
1.8333334,6,48.295017
1.8333334,8,48.324559
1.8333334,6,48.350091
1.8333334,6,48.370109
1.8333334,6,48.388616
1.8333334,6,48.405132
1.8333334,7,48.424649
1.8333334,6,48.441158
1.8333334,6,48.467204
1.8333334,6,48.497746
-0.8333333,2,48.50525
1.8333334,8,48.539809
1.8333334,6,48.569443
1.8333334,6,48.586452
1.8333334,6,48.605469
1.8333334,6,48.627486
1.8333334,6,48.646006
1.8333334,6,48.663517
1.8333334,6,48.680532
1.8333334,6,48.699046
1.8333334,6,48.728067
1.8333334,7,48.753083
1.8333334,7,48.773602
1.8333334,6,48.799124
1.8333334,6,48.817643
1.8333334,6,48.835665
1.8333334,6,48.857182
1.8333334,6,48.879702
1.8333334,6,48.899221
1.8333334,6,48.924736
1.8333334,6,48.945755
1.8333334,6,48.966328
1.8333334,6,48.994555
1.8333334,6,49.011576
1.8333334,8,49.033594
1.8333334,10,49.060611
1.8333334,6,49.079129
1.8333334,6,49.099647
1.8333334,6,49.118162
1.8333334,6,49.140674
1.8333334,6,49.165689
1.8333334,8,49.187208
1.8333334,6,49.204227
1.8333334,9,49.231754
1.8333334,6,49.26077
1.8333334,7,49.28279
1.8333334,8,49.305313
1.8333334,8,49.338844
1.8333334,7,49.36186
1.8333334,10,49.404894
1.8333334,9,49.434921
1.8333334,9,49.461751
1.8333334,10,49.49678
1.8333334,6,49.518296
1.8333334,14,49.576834
1.8333334,8,49.60936
1.8333334,13,49.653392
1.8333334,12,49.69992
1.8333334,6,49.725448
1.8333334,8,49.762471
1.8333334,6,49.785987
1.8333334,10,49.812517
1.8333334,11,49.845545
1.8333334,6,49.872571
1.8333334,9,49.900089
1.8333334,6,49.917186
1.8333334,10,49.945713
1.8333334,7,49.973729
1.8333334,13,50.015264
1.8333334,10,50.04379
1.8333334,13,50.089333
1.8333334,6,50.106352
1.8333334,6,50.138371
1.8333334,6,50.158388
1.8333334,6,50.175401
1.8333334,7,50.195415
1.8333334,8,50.219444
1.8333334,15,50.267477
1.8333334,21,50.347201
1.8333334,13,50.394731
1.8333334,14,50.436766
1.8333334,6,50.457782
1.8333334,12,50.497813
1.8333334,7,50.51983
1.8333334,16,50.565375
1.8333334,11,50.596901
1.8333334,23,50.69299
1.8333334,12,50.748034
1.8333334,9,50.790563
-0.8333333,3,50.803069
1.8333334,10,50.8466
1.8333334,6,50.87413
1.8333334,16,50.932192
1.8333334,6,50.948704
1.8333334,7,50.970223
1.8333334,6,50.987243
1.8333334,7,51.01026
1.8333334,11,51.042789
1.8333334,9,51.068835
-0.5,5,51.082344
